Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
Kenya,114,Industrial water withdrawal,4252,2010,0.125,,
Kenya,114,Industrial water withdrawal,4252,2016,0.303,,
Lesotho,122,Industrial water withdrawal,4252,1987,0.011,,
Lesotho,122,Industrial water withdrawal,4252,2000,0.02,L,
Liberia,123,Industrial water withdrawal,4252,1987,0.0169,,
Liberia,123,Industrial water withdrawal,4252,2000,0.0474,L,
Liberia,123,Industrial water withdrawal,4252,2005,0.0534,L,
Libya,124,Industrial water withdrawal,4252,1990,0.07,,
Libya,124,Industrial water withdrawal,4252,1994,0.1,,
Libya,124,Industrial water withdrawal,4252,2000,0.132,,
Libya,124,Industrial water withdrawal,4252,2012,0.28,,
Madagascar,129,Industrial water withdrawal,4252,1984,0,,
Madagascar,129,Industrial water withdrawal,4252,2000,0.1308,L,
Madagascar,129,Industrial water withdrawal,4252,2005,0.1619,L,
Malawi,130,Industrial water withdrawal,4252,1985,0.027,,
Malawi,130,Industrial water withdrawal,4252,1990,0.0298,I,
Malawi,130,Industrial water withdrawal,4252,1994,0.032,,
Malawi,130,Industrial water withdrawal,4252,2000,0.0399,L,
Malawi,130,Industrial water withdrawal,4252,2005,0.0477,L,
Mali,133,Industrial water withdrawal,4252,1987,0.014,,
Mali,133,Industrial water withdrawal,4252,2006,0.004,,
Mauritania,136,Industrial water withdrawal,4252,1980,0.029,,
Mauritania,136,Industrial water withdrawal,4252,2000,0.0253,L,
Mauritania,136,Industrial water withdrawal,4252,2005,0.0318,L,
Mauritius,137,Industrial water withdrawal,4252,1974,0.0248,,
Mauritius,137,Industrial water withdrawal,4252,1995,0.047,,
Mauritius,137,Industrial water withdrawal,4252,2007,0.006,,
Mauritius,137,Industrial water withdrawal,4252,2012,0.011,,
Mauritius,137,Industrial water withdrawal,4252,2017,0.012,,[210]
Morocco,143,Industrial water withdrawal,4252,1992,0.322,,
Morocco,143,Industrial water withdrawal,4252,2002,0.766,,
Morocco,143,Industrial water withdrawal,4252,2010,0.212,,
Mozambique,144,Industrial water withdrawal,4252,1990,0.012,,
Mozambique,144,Industrial water withdrawal,4252,2000,0.0243,L,
Mozambique,144,Industrial water withdrawal,4252,2005,0.0362,L,
Mozambique,144,Industrial water withdrawal,4252,2015,0.025,,
Namibia,147,Industrial water withdrawal,4252,1991,0.008,,
Namibia,147,Industrial water withdrawal,4252,1995,0.0105,I,
Namibia,147,Industrial water withdrawal,4252,2000,0.014,,[211]
Niger,158,Industrial water withdrawal,4252,1988,0.01,,
Niger,158,Industrial water withdrawal,4252,2000,0.0284,L,
Niger,158,Industrial water withdrawal,4252,2005,0.0327,L,
Niger,158,Industrial water withdrawal,4252,2012,0.0137,,[212]
Niger,158,Industrial water withdrawal,4252,2017,0.036,,
Nigeria,159,Industrial water withdrawal,4252,1987,0.545,,
Nigeria,159,Industrial water withdrawal,4252,2000,1.554,L,
Nigeria,159,Industrial water withdrawal,4252,2005,1.965,L,
Nigeria,159,Industrial water withdrawal,4252,2010,1.965,L,
Rwanda,184,Industrial water withdrawal,4252,1987,0.012,,
Rwanda,184,Industrial water withdrawal,4252,2000,0.012,,
Rwanda,184,Industrial water withdrawal,4252,2005,0.0205,L,
Sao Tome and Principe,193,Industrial water withdrawal,4252,2016,6.00E-04,,
Senegal,195,Industrial water withdrawal,4252,1987,0.041,,
Senegal,195,Industrial water withdrawal,4252,2002,0.058,I,
Seychelles,196,Industrial water withdrawal,4252,1989,0.0011,,
Seychelles,196,Industrial water withdrawal,4252,2000,0.0012,L,
Seychelles,196,Industrial water withdrawal,4252,2005,0.0038,L,
Sierra Leone,197,Industrial water withdrawal,4252,1987,0.015,,
Sierra Leone,197,Industrial water withdrawal,4252,2000,0.0477,L,
Sierra Leone,197,Industrial water withdrawal,4252,2005,0.0555,L,
Somalia,201,Industrial water withdrawal,4252,1987,0,,
Somalia,201,Industrial water withdrawal,4252,2000,0,L,
Somalia,201,Industrial water withdrawal,4252,2003,0.002,I,
South Africa,202,Industrial water withdrawal,4252,1990,1.448,,
South Africa,202,Industrial water withdrawal,4252,1995,1.102,I,
South Africa,202,Industrial water withdrawal,4252,2000,1.052,,[213]
South Africa,202,Industrial water withdrawal,4252,2017,4.1,,
South Sudan,277,Industrial water withdrawal,4252,2011,0.225,,
Sudan,276,Industrial water withdrawal,4252,2011,0.075,,
Togo,217,Industrial water withdrawal,4252,1987,0.012,,
Togo,217,Industrial water withdrawal,4252,2002,0.004,,
Togo,217,Industrial water withdrawal,4252,2005,0.0063,L,
Tunisia,222,Industrial water withdrawal,4252,1990,0.086,,
Tunisia,222,Industrial water withdrawal,4252,1995,0.098,I,
Tunisia,222,Industrial water withdrawal,4252,2000,0.11,,
Tunisia,222,Industrial water withdrawal,4252,2011,0.165,I,[214]
Tunisia,222,Industrial water withdrawal,4252,2017,0.965,,
Uganda,226,Industrial water withdrawal,4252,1970,0.016,,
Uganda,226,Industrial water withdrawal,4252,2002,0.046,,
Uganda,226,Industrial water withdrawal,4252,2008,0.05,,
United Republic of Tanzania,215,Industrial water withdrawal,4252,1970,0.024,,
United Republic of Tanzania,215,Industrial water withdrawal,4252,2002,0.025,I,
Zambia,251,Industrial water withdrawal,4252,1992,0.107,,
Zambia,251,Industrial water withdrawal,4252,1994,0.118,,
Zambia,251,Industrial water withdrawal,4252,2000,0.13,L,
Zimbabwe,181,Industrial water withdrawal,4252,1987,0.085,,
Zimbabwe,181,Industrial water withdrawal,4252,2002,0.298,,
Zimbabwe,181,Industrial water withdrawal,4252,2007,0.215,,[215]
Zimbabwe,181,Industrial water withdrawal,4252,2017,0.0814,,
Antigua and Barbuda,8,Industrial water withdrawal,4252,1990,0.001,,
Antigua and Barbuda,8,Industrial water withdrawal,4252,2005,0.0018,L,
Antigua and Barbuda,8,Industrial water withdrawal,4252,2012,0.0025,,
Argentina,9,Industrial water withdrawal,4252,1995,2.5,,
Argentina,9,Industrial water withdrawal,4252,2000,3.975,L,
Argentina,9,Industrial water withdrawal,4252,2011,4,,
Barbados,14,Industrial water withdrawal,4252,1996,0.0062,,
Barbados,14,Industrial water withdrawal,4252,2005,0.0062,I,
Belize,23,Industrial water withdrawal,4252,1987,0,,
Belize,23,Industrial water withdrawal,4252,2000,0.0212,,
Bolivia (Plurinational State of),19,Industrial water withdrawal,4252,1987,0.062,,
Bolivia (Plurinational State of),19,Industrial water withdrawal,4252,2009,0.032,,
Brazil,21,Industrial water withdrawal,4252,1996,9.94,,
Brazil,21,Industrial water withdrawal,4252,2006,10.14,,
Brazil,21,Industrial water withdrawal,4252,2010,12.72,,
Brazil,21,Industrial water withdrawal,4252,2017,9.511,,
Canada,33,Industrial water withdrawal,4252,1991,36,E,
Canada,33,Industrial water withdrawal,4252,1996,32.91,E,
Canada,33,Industrial water withdrawal,4252,2000,31.57,L,
Canada,33,Industrial water withdrawal,4252,2007,33.12,E,
Canada,33,Industrial water withdrawal,4252,2015,28.07,,
Chile,40,Industrial water withdrawal,4252,1975,0.84,,
Chile,40,Industrial water withdrawal,4252,1992,2.211,,
Chile,40,Industrial water withdrawal,4252,2000,2.324,L,
Chile,40,Industrial water withdrawal,4252,2006,4.744,,
Colombia,44,Industrial water withdrawal,4252,2000,0.359,,
Colombia,44,Industrial water withdrawal,4252,2008,2.242,,[216]
Colombia,44,Industrial water withdrawal,4252,2016,3.73,,
Costa Rica,48,Industrial water withdrawal,4252,2012,0.086,,
Costa Rica,48,Industrial water withdrawal,4252,2015,0.24,,
Cuba,49,Industrial water withdrawal,4252,1975,0.162,,
Cuba,49,Industrial water withdrawal,4252,1995,0.765,,
Cuba,49,Industrial water withdrawal,4252,2007,0.7607,I,
Cuba,49,Industrial water withdrawal,4252,2013,0.74,,
Dominica,55,Industrial water withdrawal,4252,2010,0,I,
Dominican Republic,56,Industrial water withdrawal,4252,2000,0.065,L,
Dominican Republic,56,Industrial water withdrawal,4252,2005,0.259,,
Dominican Republic,56,Industrial water withdrawal,4252,2010,0.586,,
Dominican Republic,56,Industrial water withdrawal,4252,2015,0.6599,,[217]
Ecuador,58,Industrial water withdrawal,4252,2000,0.3852,L,
Ecuador,58,Industrial water withdrawal,4252,2005,0.549,L,
El Salvador,60,Industrial water withdrawal,4252,1992,0.147,,
El Salvador,60,Industrial water withdrawal,4252,2000,0.2369,L,
El Salvador,60,Industrial water withdrawal,4252,2005,0.213,,
Grenada,86,Industrial water withdrawal,4252,2014,0,I,
Guatemala,89,Industrial water withdrawal,4252,1992,0.197,,
Guatemala,89,Industrial water withdrawal,4252,2006,0.6031,,
Guyana,91,Industrial water withdrawal,4252,1992,0.007,,
Guyana,91,Industrial water withdrawal,4252,2000,0.01,L,
Guyana,91,Industrial water withdrawal,4252,2005,0.0204,L,
Guyana,91,Industrial water withdrawal,4252,2010,0.0204,I,
Haiti,93,Industrial water withdrawal,4252,1991,0.0054,,
Haiti,93,Industrial water withdrawal,4252,1995,0.0046,,
Haiti,93,Industrial water withdrawal,4252,2009,0.051,L,
Honduras,95,Industrial water withdrawal,4252,1992,0.076,,
Honduras,95,Industrial water withdrawal,4252,2003,0.114,,
Jamaica,109,Industrial water withdrawal,4252,1993,0.065,,
Jamaica,109,Industrial water withdrawal,4252,2005,0.076,I,
Jamaica,109,Industrial water withdrawal,4252,2016,1.1,,
Mexico,138,Industrial water withdrawal,4252,2002,6.9,,
Mexico,138,Industrial water withdrawal,4252,2007,7.22,,
Mexico,138,Industrial water withdrawal,4252,2012,7.403,,
Mexico,138,Industrial water withdrawal,4252,2017,6.814,,
Nicaragua,157,Industrial water withdrawal,4252,1998,0.027,,
Nicaragua,157,Industrial water withdrawal,4252,2005,0.0736,L,
Nicaragua,157,Industrial water withdrawal,4252,2008,0.0736,I,
Panama,166,Industrial water withdrawal,4252,2000,0.015,L,
Panama,166,Industrial water withdrawal,4252,2005,0.0191,L,
Panama,166,Industrial water withdrawal,4252,2010,0.01,,
Panama,166,Industrial water withdrawal,4252,2016,0.0062,,
Paraguay,169,Industrial water withdrawal,4252,1987,0.0301,,
Paraguay,169,Industrial water withdrawal,4252,2000,0.04,L,
Paraguay,169,Industrial water withdrawal,4252,2008,0.154,I,
Peru,170,Industrial water withdrawal,4252,2008,0.289,,
Peru,170,Industrial water withdrawal,4252,2016,0.2066,,
Puerto Rico,177,Industrial water withdrawal,4252,1990,3.435,,[218]
Puerto Rico,177,Industrial water withdrawal,4252,2000,3.041,,[219]
Puerto Rico,177,Industrial water withdrawal,4252,2005,3.184,,[220]
Puerto Rico,177,Industrial water withdrawal,4252,2010,3.15,,[221]
Puerto Rico,177,Industrial water withdrawal,4252,2015,2.365,,
Saint Kitts and Nevis,188,Industrial water withdrawal,4252,2012,0,I,
Saint Lucia,189,Industrial water withdrawal,4252,2007,0,I,
Saint Vincent and the Grenadines,191,Industrial water withdrawal,4252,2013,2.00E-06,,
Suriname,207,Industrial water withdrawal,4252,1987,0.022,,
Suriname,207,Industrial water withdrawal,4252,2000,0.02,L,
Suriname,207,Industrial water withdrawal,4252,2006,0.1355,,
Trinidad and Tobago,220,Industrial water withdrawal,4252,1997,0.0938,,
Trinidad and Tobago,220,Industrial water withdrawal,4252,2000,0.099,,
Trinidad and Tobago,220,Industrial water withdrawal,4252,2005,0.116,I,
Trinidad and Tobago,220,Industrial water withdrawal,4252,2011,0.1289,I,
United States of America,231,Industrial water withdrawal,4252,1990,303.9,,[222]
United States of America,231,Industrial water withdrawal,4252,2000,298.8,,[223]
United States of America,231,Industrial water withdrawal,4252,2005,305.1,,[224]
United States of America,231,Industrial water withdrawal,4252,2010,248.4,,[225]
United States of America,231,Industrial water withdrawal,4252,2015,209.7,,
Uruguay,234,Industrial water withdrawal,4252,1965,0.0195,,
Uruguay,234,Industrial water withdrawal,4252,2000,0.08,,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal,4252,1970,0.451,,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal,4252,2000,0.6831,L,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal,4252,2005,0.7933,L,
Afghanistan,2,Industrial water withdrawal,4252,1987,0,,
Afghanistan,2,Industrial water withdrawal,4252,2000,0.1285,L,
Afghanistan,2,Industrial water withdrawal,4252,2005,0.1695,L,
Armenia,1,Industrial water withdrawal,4252,1995,0.12,,
Armenia,1,Industrial water withdrawal,4252,2002,0.0766,I,
Armenia,1,Industrial water withdrawal,4252,2006,0.125,I,
Armenia,1,Industrial water withdrawal,4252,2012,0.2322,,
Armenia,1,Industrial water withdrawal,4252,2017,0.1224,,
Azerbaijan,52,Industrial water withdrawal,4252,1992,4.259,,
Azerbaijan,52,Industrial water withdrawal,4252,1997,2.904,,
Azerbaijan,52,Industrial water withdrawal,4252,2002,2.88,,
Azerbaijan,52,Industrial water withdrawal,4252,2007,3.088,,
Azerbaijan,52,Industrial water withdrawal,4252,2012,3.109,,
Azerbaijan,52,Industrial water withdrawal,4252,2017,3.062,,
Bahrain,13,Industrial water withdrawal,4252,1990,0.01,,
Bahrain,13,Industrial water withdrawal,4252,2003,0.0203,,
Bahrain,13,Industrial water withdrawal,4252,2016,0.0141,,
Bangladesh,16,Industrial water withdrawal,4252,1987,0.225,,
Bangladesh,16,Industrial water withdrawal,4252,1990,0.33,,
Bangladesh,16,Industrial water withdrawal,4252,2008,0.77,,
Bhutan,18,Industrial water withdrawal,4252,1987,0.002,,
Bhutan,18,Industrial water withdrawal,4252,2008,0.003,,
Cambodia,115,Industrial water withdrawal,4252,1987,0.0052,,
Cambodia,115,Industrial water withdrawal,4252,2006,0.033,,
China,351,Industrial water withdrawal,4252,1980,45.73,,
China,351,Industrial water withdrawal,4252,1985,36.17,I,
China,351,Industrial water withdrawal,4252,1990,50,,
China,351,Industrial water withdrawal,4252,1993,92.55,,
China,351,Industrial water withdrawal,4252,2000,113.9,,
China,351,Industrial water withdrawal,4252,2007,140.3,,
China,351,Industrial water withdrawal,4252,2012,142.4,,
China,351,Industrial water withdrawal,4252,2015,133.5,,
Democratic People's Republic of Korea,116,Industrial water withdrawal,4252,1987,2.27,,
Democratic People's Republic of Korea,116,Industrial water withdrawal,4252,2000,1.088,L,
Democratic People's Republic of Korea,116,Industrial water withdrawal,4252,2005,1.145,L,
Georgia,73,Industrial water withdrawal,4252,2000,0.1952,L,
Georgia,73,Industrial water withdrawal,4252,2005,0.4,I,
India,100,Industrial water withdrawal,4252,1975,15.2,,
India,100,Industrial water withdrawal,4252,1980,12.6,I,
India,100,Industrial water withdrawal,4252,1986,11,I,
India,100,Industrial water withdrawal,4252,1990,15,,
India,100,Industrial water withdrawal,4252,2000,10,,[226]
India,100,Industrial water withdrawal,4252,2010,17,,
Indonesia,101,Industrial water withdrawal,4252,1990,0.376,,
Indonesia,101,Industrial water withdrawal,4252,2000,7.398,,
Indonesia,101,Industrial water withdrawal,4252,2005,24.65,I,
Indonesia,101,Industrial water withdrawal,4252,2016,9.135,,
Iran (Islamic Republic of),102,Industrial water withdrawal,4252,1995,1,,
Iran (Islamic Republic of),102,Industrial water withdrawal,4252,2001,1.025,I,
Iran (Islamic Republic of),102,Industrial water withdrawal,4252,2004,1.1,,
Iraq,103,Industrial water withdrawal,4252,1975,0.45,,
Iraq,103,Industrial water withdrawal,4252,1980,0.31,I,
Iraq,103,Industrial water withdrawal,4252,1985,0.17,,
Iraq,103,Industrial water withdrawal,4252,1990,2.14,,
Iraq,103,Industrial water withdrawal,4252,1995,5.92,I,
Iraq,103,Industrial water withdrawal,4252,2000,9.7,,
Iraq,103,Industrial water withdrawal,4252,2016,2.05,,
Israel,105,Industrial water withdrawal,4252,1970,0.075,,
Israel,105,Industrial water withdrawal,4252,1975,0.0825,I,
Israel,105,Industrial water withdrawal,4252,1980,0.09,,
Israel,105,Industrial water withdrawal,4252,1990,0.106,,
Israel,105,Industrial water withdrawal,4252,2002,0.122,,
Israel,105,Industrial water withdrawal,4252,2004,0.113,,
Israel,105,Industrial water withdrawal,4252,2010,0.13,,
Israel,105,Industrial water withdrawal,4252,2017,0.072,,
Japan,110,Industrial water withdrawal,4252,1980,16.5,,
Japan,110,Industrial water withdrawal,4252,1992,15.8,,
Japan,110,Industrial water withdrawal,4252,1995,14.01,E,
Japan,110,Industrial water withdrawal,4252,2002,12.32,E,[227]
Japan,110,Industrial water withdrawal,4252,2007,12.78,E,[228]
Japan,110,Industrial water withdrawal,4252,2009,11.61,E,[229]
Jordan,112,Industrial water withdrawal,4252,1975,0.027,,
Jordan,112,Industrial water withdrawal,4252,1980,0.025,I,
Jordan,112,Industrial water withdrawal,4252,1985,0.023,,
Jordan,112,Industrial water withdrawal,4252,1992,0.033,,
Jordan,112,Industrial water withdrawal,4252,2002,0.037,,[230]
Jordan,112,Industrial water withdrawal,4252,2007,0.049,,[231]
Jordan,112,Industrial water withdrawal,4252,2012,0.033,,[232]
Jordan,112,Industrial water withdrawal,4252,2016,0.0325,,[233]
Kazakhstan,108,Industrial water withdrawal,4252,1995,5.678,,
Kazakhstan,108,Industrial water withdrawal,4252,2002,4.811,,
Kazakhstan,108,Industrial water withdrawal,4252,2007,5.807,,
Kazakhstan,108,Industrial water withdrawal,4252,2012,6.417,,
Kazakhstan,108,Industrial water withdrawal,4252,2017,6.984,,
Kuwait,118,Industrial water withdrawal,4252,1993,0.013,,
Kuwait,118,Industrial water withdrawal,4252,2002,0.0208,,
Kuwait,118,Industrial water withdrawal,4252,2005,0.0233,L,
Kyrgyzstan,113,Industrial water withdrawal,4252,1994,0.289,,
Kyrgyzstan,113,Industrial water withdrawal,4252,2000,0.31,L,
Kyrgyzstan,113,Industrial water withdrawal,4252,2006,0.336,,
Lao People's Democratic Republic,120,Industrial water withdrawal,4252,1987,0.099,,
Lao People's Democratic Republic,120,Industrial water withdrawal,4252,2003,0.17,L,
Lebanon,121,Industrial water withdrawal,4252,1975,0.03,,
Lebanon,121,Industrial water withdrawal,4252,1994,0.05,,
Lebanon,121,Industrial water withdrawal,4252,2000,0.0789,L,
Lebanon,121,Industrial water withdrawal,4252,2005,0.15,,
Lebanon,121,Industrial water withdrawal,4252,2015,0.9,,
Malaysia,131,Industrial water withdrawal,4252,1990,0.999,,
Malaysia,131,Industrial water withdrawal,4252,1995,1.641,,
Maldives,132,Industrial water withdrawal,4252,1987,1.00E-04,,
Maldives,132,Industrial water withdrawal,4252,2000,2.00E-04,L,
Maldives,132,Industrial water withdrawal,4252,2008,3.00E-04,I,
Mongolia,141,Industrial water withdrawal,4252,1993,0.116,,
Mongolia,141,Industrial water withdrawal,4252,2006,0.218,,
Mongolia,141,Industrial water withdrawal,4252,2009,0.238,,
Mongolia,141,Industrial water withdrawal,4252,2016,0.1662,,
Myanmar,28,Industrial water withdrawal,4252,1987,0.1188,,
Myanmar,28,Industrial water withdrawal,4252,2000,0.3323,,
Myanmar,28,Industrial water withdrawal,4252,2005,0.4984,L,
Nepal,149,Industrial water withdrawal,4252,1993,0.005,,
Nepal,149,Industrial water withdrawal,4252,2000,0.0404,L,
Nepal,149,Industrial water withdrawal,4252,2005,0.0295,L,
Oman,221,Industrial water withdrawal,4252,1991,0.019,,
Oman,221,Industrial water withdrawal,4252,2000,0.03,L,
Oman,221,Industrial water withdrawal,4252,2003,0.019,,
Oman,221,Industrial water withdrawal,4252,2013,0.135,I,
Pakistan,165,Industrial water withdrawal,4252,1975,1.534,,
Pakistan,165,Industrial water withdrawal,4252,1991,2.5,,
Pakistan,165,Industrial water withdrawal,4252,2000,3.47,L,
Pakistan,165,Industrial water withdrawal,4252,2008,1.4,E,
Palestine,299,Industrial water withdrawal,4252,2000,0.0146,,[234]
Palestine,299,Industrial water withdrawal,4252,2005,0.029,,
Palestine,299,Industrial water withdrawal,4252,2017,0.032,,
Papua New Guinea,168,Industrial water withdrawal,4252,1987,0.022,,
Papua New Guinea,168,Industrial water withdrawal,4252,2000,0.1159,L,
Papua New Guinea,168,Industrial water withdrawal,4252,2005,0.1676,L,
Philippines,171,Industrial water withdrawal,4252,1995,2.296,,
Philippines,171,Industrial water withdrawal,4252,2000,2.907,L,
Philippines,171,Industrial water withdrawal,4252,2007,7.348,,
Philippines,171,Industrial water withdrawal,4252,2012,9.037,,
Philippines,171,Industrial water withdrawal,4252,2017,15.85,,
Qatar,179,Industrial water withdrawal,4252,1994,0.0084,,
Qatar,179,Industrial water withdrawal,4252,2000,0.0139,I,
Qatar,179,Industrial water withdrawal,4252,2005,0.008,,
Qatar,179,Industrial water withdrawal,4252,2016,0.1437,,
Republic of Korea,117,Industrial water withdrawal,4252,1990,2,E,
Republic of Korea,117,Industrial water withdrawal,4252,1997,3.28,E,
Republic of Korea,117,Industrial water withdrawal,4252,2002,4.45,E,
Saudi Arabia,194,Industrial water withdrawal,4252,1992,0.193,,
Saudi Arabia,194,Industrial water withdrawal,4252,2000,0.2897,L,
Saudi Arabia,194,Industrial water withdrawal,4252,2006,0.71,E,
Saudi Arabia,194,Industrial water withdrawal,4252,2012,0.843,,[235]
Saudi Arabia,194,Industrial water withdrawal,4252,2017,1,,[236]
Singapore,200,Industrial water withdrawal,4252,1975,0.0969,,
Singapore,200,Industrial water withdrawal,4252,2000,0.994,L,
Singapore,200,Industrial water withdrawal,4252,2005,1.221,L,
Sri Lanka,38,Industrial water withdrawal,4252,1990,0.195,,
Sri Lanka,38,Industrial water withdrawal,4252,2000,0.5136,L,
Sri Lanka,38,Industrial water withdrawal,4252,2005,0.831,,
Syrian Arab Republic,212,Industrial water withdrawal,4252,1997,0.418,,
Syrian Arab Republic,212,Industrial water withdrawal,4252,2002,0.569,,
Syrian Arab Republic,212,Industrial water withdrawal,4252,2005,0.6154,L,
Tajikistan,208,Industrial water withdrawal,4252,1994,0.501,,
Tajikistan,208,Industrial water withdrawal,4252,2000,0.56,L,
Tajikistan,208,Industrial water withdrawal,4252,2006,0.4078,,
Thailand,216,Industrial water withdrawal,4252,1982,1.123,,
Thailand,216,Industrial water withdrawal,4252,1987,1.297,,
Thailand,216,Industrial water withdrawal,4252,1990,1.436,,
Thailand,216,Industrial water withdrawal,4252,2007,2.777,,
Timor-Leste,176,Industrial water withdrawal,4252,2000,0.0044,I,
Timor-Leste,176,Industrial water withdrawal,4252,2004,0.002,,
Turkey,223,Industrial water withdrawal,4252,1992,3.5,,
Turkey,223,Industrial water withdrawal,4252,2000,1.47,,
Turkey,223,Industrial water withdrawal,4252,2004,1.224,,
Turkey,223,Industrial water withdrawal,4252,2012,1.792,,
Turkey,223,Industrial water withdrawal,4252,2017,2.898,,
Turkmenistan,213,Industrial water withdrawal,4252,1994,0.139,,
Turkmenistan,213,Industrial water withdrawal,4252,2000,0.2701,L,
Turkmenistan,213,Industrial water withdrawal,4252,2004,0.839,,
United Arab Emirates,225,Industrial water withdrawal,4252,1980,0.081,,
United Arab Emirates,225,Industrial water withdrawal,4252,1995,0.2,,
United Arab Emirates,225,Industrial water withdrawal,4252,2000,0.1113,I,
United Arab Emirates,225,Industrial water withdrawal,4252,2005,0.069,I,
Uzbekistan,235,Industrial water withdrawal,4252,1994,1.103,,
Uzbekistan,235,Industrial water withdrawal,4252,2001,2.35,,
Uzbekistan,235,Industrial water withdrawal,4252,2005,1.5,,
Uzbekistan,235,Industrial water withdrawal,4252,2017,2.13,,
Viet Nam,237,Industrial water withdrawal,4252,1980,1.5,,
Viet Nam,237,Industrial water withdrawal,4252,1985,2.87,,
Viet Nam,237,Industrial water withdrawal,4252,2000,3.263,L,
Viet Nam,237,Industrial water withdrawal,4252,2005,3.074,,
Yemen,249,Industrial water withdrawal,4252,1990,0.031,,
Yemen,249,Industrial water withdrawal,4252,2000,0.068,,
Yemen,249,Industrial water withdrawal,4252,2005,0.065,,
Albania,3,Industrial water withdrawal,4252,1990,0.1,,
Albania,3,Industrial water withdrawal,4252,2000,0.2274,L,
Albania,3,Industrial water withdrawal,4252,2005,0.2318,L,
Austria,11,Industrial water withdrawal,4252,1980,2.694,E,
Austria,11,Industrial water withdrawal,4252,1985,2.671,E,
Austria,11,Industrial water withdrawal,4252,1990,3.022,E,
Austria,11,Industrial water withdrawal,4252,1997,2.857,E,
Austria,11,Industrial water withdrawal,4252,1999,2.899,E,
Austria,11,Industrial water withdrawal,4252,2008,2.695,E,
Belarus,57,Industrial water withdrawal,4252,1995,0.66,I,[237]
Belarus,57,Industrial water withdrawal,4252,2000,0.5445,I,[238]
Belarus,57,Industrial water withdrawal,4252,2005,0.494,I,[239]
Belarus,57,Industrial water withdrawal,4252,2010,0.4875,I,[240]
Belarus,57,Industrial water withdrawal,4252,2017,0.443,,
Belgium,255,Industrial water withdrawal,4252,1980,7.676,,
Belgium,255,Industrial water withdrawal,4252,1997,6.8,E,
Belgium,255,Industrial water withdrawal,4252,2002,5.964,E,
Belgium,255,Industrial water withdrawal,4252,2007,5.45,E,
Belgium,255,Industrial water withdrawal,4252,2009,5.256,E,
Belgium,255,Industrial water withdrawal,4252,2015,3.21,,
Bosnia and Herzegovina,80,Industrial water withdrawal,4252,2002,0.0199,,
Bosnia and Herzegovina,80,Industrial water withdrawal,4252,2007,0.0392,,
Bosnia and Herzegovina,80,Industrial water withdrawal,4252,2012,0.0721,,
Bosnia and Herzegovina,80,Industrial water withdrawal,4252,2017,0.0718,,
Bulgaria,27,Industrial water withdrawal,4252,1990,4.852,E,
Bulgaria,27,Industrial water withdrawal,4252,2002,4.776,E,
Bulgaria,27,Industrial water withdrawal,4252,2012,3.817,,
Bulgaria,27,Industrial water withdrawal,4252,2017,3.942,I,
Croatia,98,Industrial water withdrawal,4252,2002,0.0628,E,
Croatia,98,Industrial water withdrawal,4252,2012,0.1477,E,
Croatia,98,Industrial water withdrawal,4252,2017,0.184,,
Cyprus,50,Industrial water withdrawal,4252,1975,0,I,
Cyprus,50,Industrial water withdrawal,4252,1980,0,I,
Cyprus,50,Industrial water withdrawal,4252,1985,0,I,
Cyprus,50,Industrial water withdrawal,4252,1990,0.005,,
Cyprus,50,Industrial water withdrawal,4252,1993,0.005,,
Cyprus,50,Industrial water withdrawal,4252,2000,0.0035,L,
Cyprus,50,Industrial water withdrawal,4252,2007,0.008,I,
Cyprus,50,Industrial water withdrawal,4252,2009,0.006,I,
Cyprus,50,Industrial water withdrawal,4252,2017,0.017,I,
Czechia,167,Industrial water withdrawal,4252,1997,1.514,E,
Czechia,167,Industrial water withdrawal,4252,2017,0.9672,,
Denmark,54,Industrial water withdrawal,4252,1970,0.08,E,
Denmark,54,Industrial water withdrawal,4252,1975,0.045,E,
Denmark,54,Industrial water withdrawal,4252,1980,0.045,E,
Denmark,54,Industrial water withdrawal,4252,1985,0.33,E,
Denmark,54,Industrial water withdrawal,4252,1990,0.225,E,
Denmark,54,Industrial water withdrawal,4252,2002,0.0619,E,
Denmark,54,Industrial water withdrawal,4252,2007,0.0423,E,
Denmark,54,Industrial water withdrawal,4252,2012,0.141,I,
Denmark,54,Industrial water withdrawal,4252,2016,0.0329,,
Estonia,63,Industrial water withdrawal,4252,1992,2.253,E,
Estonia,63,Industrial water withdrawal,4252,1995,1.262,,[241]
Estonia,63,Industrial water withdrawal,4252,2012,1.565,,
Estonia,63,Industrial water withdrawal,4252,2017,1.721,,
Finland,67,Industrial water withdrawal,4252,1990,1.903,E,
Finland,67,Industrial water withdrawal,4252,1995,2.124,E,
Finland,67,Industrial water withdrawal,4252,2016,1.417,E,
France,68,Industrial water withdrawal,4252,1985,24.51,E,
France,68,Industrial water withdrawal,4252,1992,28.32,E,
France,68,Industrial water withdrawal,4252,1997,21.1,E,
France,68,Industrial water withdrawal,4252,2002,22.11,E,
France,68,Industrial water withdrawal,4252,2007,21.79,E,
France,68,Industrial water withdrawal,4252,2012,19.77,,
France,68,Industrial water withdrawal,4252,2016,18.15,,[242]
Germany,79,Industrial water withdrawal,4252,1995,37.8,,
