region,category,year,population_MHd
Europe,rural,2003,207.204
Europe,urban,2003,521.193
Europe,rural,2004,206.023
Europe,urban,2004,523.229
Europe,rural,2005,204.858
Europe,urban,2005,525.432
Europe,rural,2006,203.74
Europe,urban,2006,527.793
Europe,rural,2007,202.673
Europe,urban,2007,530.291
Europe,rural,2008,201.623
Europe,urban,2008,532.852
Europe,rural,2009,200.555
Europe,urban,2009,535.356
Europe,rural,2010,199.49
Europe,urban,2010,537.67
Europe,rural,2011,198.365
Europe,urban,2011,539.813
Europe,rural,2012,197.24
Europe,urban,2012,541.736
Europe,rural,2013,196.1
Europe,urban,2013,543.563
Europe,rural,2014,194.873
Europe,urban,2014,545.337
Europe,rural,2015,193.667
Europe,urban,2015,547.147
Europe,rural,2016,192.417
Europe,urban,2016,549.030
Europe,rural,2017,191.115
Europe,urban,2017,550.959
Europe,rural,2018,189.737
Europe,urban,2018,552.911
Europe,rural,2019,188.270
Europe,urban,2019,554.832
Europe,rural,2020,186.706
Europe,urban,2020,556.684
Europe,rural,2021,185.042
Europe,urban,2021,558.454
Oceania,rural,1950,4.742
Oceania,urban,1950,7.906
Oceania,rural,1951,4.798
Oceania,urban,1951,8.17
Oceania,rural,1952,4.849
Oceania,urban,1952,8.427
Oceania,rural,1953,4.898
Oceania,urban,1953,8.674
Oceania,rural,1954,4.95
Oceania,urban,1954,8.923
Oceania,rural,1955,4.998
Oceania,urban,1955,9.179
Oceania,rural,1956,5.048
Oceania,urban,1956,9.445
Oceania,rural,1957,5.095
Oceania,urban,1957,9.72
Oceania,rural,1958,5.143
Oceania,urban,1958,10.009
Oceania,rural,1959,5.192
Oceania,urban,1959,10.298
Oceania,rural,1960,5.240
Oceania,urban,1960,10.585
Oceania,rural,1961,5.287
Oceania,urban,1961,10.87
Oceania,rural,1962,5.345
Oceania,urban,1962,11.146
Oceania,rural,1963,5.403
Oceania,urban,1963,11.427
Oceania,rural,1964,5.463
Oceania,urban,1964,11.725
Oceania,rural,1965,5.526
Oceania,urban,1965,12.045
Oceania,rural,1966,5.594
Oceania,urban,1966,12.389
Oceania,rural,1967,5.672
Oceania,urban,1967,12.75
Oceania,rural,1968,5.748
Oceania,urban,1968,13.114
Oceania,rural,1969,5.819
Oceania,urban,1969,13.480
Oceania,rural,1970,5.884
Oceania,urban,1970,13.834
Oceania,rural,1971,5.938
Oceania,urban,1971,14.175
Oceania,rural,1972,6.019
Oceania,urban,1972,14.470
Oceania,rural,1973,6.099
Oceania,urban,1973,14.75
Oceania,rural,1974,6.177
Oceania,urban,1974,15.007
Oceania,rural,1975,6.255
Oceania,urban,1975,15.252
Oceania,rural,1976,6.334
Oceania,urban,1976,15.478
Oceania,rural,1977,6.417
Oceania,urban,1977,15.684
Oceania,rural,1978,6.503
Oceania,urban,1978,15.885
Oceania,rural,1979,6.593
Oceania,urban,1979,16.092
Oceania,rural,1980,6.689
Oceania,urban,1980,16.316
Oceania,rural,1981,6.793
Oceania,urban,1981,16.558
Oceania,rural,1982,6.932
Oceania,urban,1982,16.791
Oceania,rural,1983,7.074
Oceania,urban,1983,17.040
Oceania,rural,1984,7.217
Oceania,urban,1984,17.300
Oceania,rural,1985,7.360
Oceania,urban,1985,17.569
Oceania,rural,1986,7.500
Oceania,urban,1986,17.849
Oceania,rural,1987,7.63
Oceania,urban,1987,18.144
Oceania,rural,1988,7.762
Oceania,urban,1988,18.445
Oceania,rural,1989,7.895
Oceania,urban,1989,18.745
Oceania,rural,1990,8.030
Oceania,urban,1990,19.041
Oceania,rural,1991,8.186
Oceania,urban,1991,19.315
Oceania,rural,1992,8.362
Oceania,urban,1992,19.567
Oceania,rural,1993,8.544
Oceania,urban,1993,19.809
Oceania,rural,1994,8.727
Oceania,urban,1994,20.04
Oceania,rural,1995,8.913
Oceania,urban,1995,20.272
Oceania,rural,1996,9.101
Oceania,urban,1996,20.492
Oceania,rural,1997,9.296
Oceania,urban,1997,20.701
Oceania,rural,1998,9.494
Oceania,urban,1998,20.908
Oceania,rural,1999,9.695
Oceania,urban,1999,21.115
Oceania,rural,2000,9.90
Oceania,urban,2000,21.329
Oceania,rural,2001,10.100
Oceania,urban,2001,21.56
Oceania,rural,2002,10.256
Oceania,urban,2002,21.839
Oceania,rural,2003,10.414
Oceania,urban,2003,22.138
Oceania,rural,2004,10.578
Oceania,urban,2004,22.46
Oceania,rural,2005,10.749
Oceania,urban,2005,22.82
Oceania,rural,2006,10.928
Oceania,urban,2006,23.2
Oceania,rural,2007,11.118
Oceania,urban,2007,23.630
Oceania,rural,2008,11.311
Oceania,urban,2008,24.069
Oceania,rural,2009,11.504
Oceania,urban,2009,24.511
Oceania,rural,2010,11.695
Oceania,urban,2010,24.941
Oceania,rural,2011,11.882
Oceania,urban,2011,25.356
Oceania,rural,2012,12.065
Oceania,urban,2012,25.759
Oceania,rural,2013,12.2
Oceania,urban,2013,26.153
Oceania,rural,2014,12.426
Oceania,urban,2014,26.544
Oceania,rural,2015,12.61
Oceania,urban,2015,26.94
Oceania,rural,2016,12.784
Oceania,urban,2016,27.334
Oceania,rural,2017,12.960
Oceania,urban,2017,27.731
Oceania,rural,2018,13.132
Oceania,urban,2018,28.129
Oceania,rural,2019,13.301
Oceania,urban,2019,28.526
Oceania,rural,2020,13.465
Oceania,urban,2020,28.919
Oceania,rural,2021,13.624
Oceania,urban,2021,29.310
