Area,Element,Year,Unit,Value
South America,urban,1970,1000 persons,115699584.000
South America,rural,1971,1000 persons,77412825.000
South America,urban,1971,1000 persons,120022852.000
South America,rural,1972,1000 persons,77628690.00
South America,urban,1972,1000 persons,124417615.000
South America,rural,1973,1000 persons,77849353.000
South America,urban,1973,1000 persons,128848402.000
South America,rural,1974,1000 persons,78041725.000
South America,urban,1974,1000 persons,133381458.000
South America,rural,1975,1000 persons,78192444.000
South America,urban,1975,1000 persons,138054489.000
South America,rural,1976,1000 persons,78314356.000
South America,urban,1976,1000 persons,142857768.000
South America,rural,1977,1000 persons,78389938.000
South America,urban,1977,1000 persons,147802766.000
South America,rural,1978,1000 persons,78427979.000
South America,urban,1978,1000 persons,152883859.000
South America,rural,1979,1000 persons,78437693.000
South America,urban,1979,1000 persons,158093145.000
South America,rural,1980,1000 persons,78414341.000
South America,urban,1980,1000 persons,163432653.000
South America,rural,1981,1000 persons,78356477.000
South America,urban,1981,1000 persons,168905502.000
South America,rural,1982,1000 persons,78304820.00
South America,urban,1982,1000 persons,174460818.000
South America,rural,1983,1000 persons,78254596.000
South America,urban,1983,1000 persons,180073633.000
South America,rural,1984,1000 persons,78155154.000
South America,urban,1984,1000 persons,185755482.000
South America,rural,1985,1000 persons,78002076.000
South America,urban,1985,1000 persons,191480181.000
South America,rural,1986,1000 persons,77820170.00
South America,urban,1986,1000 persons,197209957.000
South America,rural,1987,1000 persons,77596191.000
South America,urban,1987,1000 persons,202957026.000
South America,rural,1988,1000 persons,77317116.000
South America,urban,1988,1000 persons,208730571.000
South America,rural,1989,1000 persons,76994717.000
South America,urban,1989,1000 persons,214518946.000
South America,rural,1990,1000 persons,76625028.000
South America,urban,1990,1000 persons,220325787.000
South America,rural,1991,1000 persons,76245417.000
South America,urban,1991,1000 persons,226105515.000
South America,rural,1992,1000 persons,75875603.000
South America,urban,1992,1000 persons,231832759.000
South America,rural,1993,1000 persons,75482608.000
South America,urban,1993,1000 persons,237546504.000
South America,rural,1994,1000 persons,75044135.000
South America,urban,1994,1000 persons,243278810.00
South America,rural,1995,1000 persons,74572967.000
South America,urban,1995,1000 persons,249022277.000
South America,rural,1996,1000 persons,74068079.000
South America,urban,1996,1000 persons,254778802.000
South America,rural,1997,1000 persons,73417348.000
South America,urban,1997,1000 persons,260652191.000
South America,rural,1998,1000 persons,72722825.000
South America,urban,1998,1000 persons,266525430.00
South America,rural,1999,1000 persons,71996751.000
South America,urban,1999,1000 persons,272366268.000
South America,rural,2000,1000 persons,71236822.000
South America,urban,2000,1000 persons,278161939.000
South America,rural,2001,1000 persons,71011372.000
South America,urban,2001,1000 persons,283340904.000
South America,rural,2002,1000 persons,70901592.000
South America,urban,2002,1000 persons,288323660.00
South America,rural,2003,1000 persons,70820308.000
South America,urban,2003,1000 persons,293193541.000
South America,rural,2004,1000 persons,70709875.000
South America,urban,2004,1000 persons,298005178.000
South America,rural,2005,1000 persons,70573792.000
South America,urban,2005,1000 persons,302754731.000
South America,rural,2006,1000 persons,70407773.000
South America,urban,2006,1000 persons,307440310.00
South America,rural,2007,1000 persons,70215341.000
South America,urban,2007,1000 persons,312062531.000
South America,rural,2008,1000 persons,70038115.000
South America,urban,2008,1000 persons,316602627.000
South America,rural,2009,1000 persons,69865739.000
South America,urban,2009,1000 persons,321102045.000
South America,rural,2010,1000 persons,69682983.000
South America,urban,2010,1000 persons,325597221.000
South America,rural,2011,1000 persons,69488168.000
South America,urban,2011,1000 persons,330097986.000
South America,rural,2012,1000 persons,69293103.000
South America,urban,2012,1000 persons,334583041.000
South America,rural,2013,1000 persons,69098625.000
South America,urban,2013,1000 persons,339033009.000
South America,rural,2014,1000 persons,68892263.000
South America,urban,2014,1000 persons,343433058.000
South America,rural,2015,1000 persons,68667877.000
South America,urban,2015,1000 persons,347768234.000
South America,rural,2016,1000 persons,68426267.000
South America,urban,2016,1000 persons,352031777.000
South America,rural,2017,1000 persons,68168762.000
South America,urban,2017,1000 persons,356224855.000
South America,rural,2018,1000 persons,67887786.000
South America,urban,2018,1000 persons,360352729.000
South America,rural,2019,1000 persons,67584109.000
South America,urban,2019,1000 persons,364414366.000
South America,rural,2020,1000 persons,67258166.000
South America,urban,2020,1000 persons,368408682.000
South America,rural,2021,1000 persons,66909984.000
South America,urban,2021,1000 persons,372332403.000
Asia,rural,1950,1000 persons,1141497127.000
Asia,urban,1950,1000 persons,237306478.000
Asia,rural,1951,1000 persons,1161072183.000
Asia,urban,1951,1000 persons,247647734.000
Asia,rural,1952,1000 persons,1179404283.000
Asia,urban,1952,1000 persons,257276373.000
Asia,rural,1953,1000 persons,1196554151.000
Asia,urban,1953,1000 persons,267047956.000
Asia,rural,1954,1000 persons,1213158211.000
Asia,urban,1954,1000 persons,277080916.000
Asia,rural,1955,1000 persons,1229742764.000
Asia,urban,1955,1000 persons,287442048.000
Asia,rural,1956,1000 persons,1246684157.000
Asia,urban,1956,1000 persons,298179813.000
Asia,rural,1957,1000 persons,1264199836.000
Asia,urban,1957,1000 persons,309340015.000
Asia,rural,1958,1000 persons,1282307221.000
Asia,urban,1958,1000 persons,321025299.000
Asia,rural,1959,1000 persons,1301017271.000
Asia,urban,1959,1000 persons,333232376.000
Asia,rural,1960,1000 persons,1320348078.000
Asia,urban,1960,1000 persons,345931563.000
Asia,rural,1961,1000 persons,1340235146.000
Asia,urban,1961,1000 persons,359255424.000
Asia,rural,1962,1000 persons,1360589221.000
Asia,urban,1962,1000 persons,373527751.000
Asia,rural,1963,1000 persons,1382054331.000
Asia,urban,1963,1000 persons,388542429.000
Asia,rural,1964,1000 persons,1405036296.000
Asia,urban,1964,1000 persons,404430007.000
Asia,rural,1965,1000 persons,1435301258.000
Asia,urban,1965,1000 persons,415749277.000
Asia,rural,1966,1000 persons,1467448910.00
Asia,urban,1966,1000 persons,428067195.000
Asia,rural,1967,1000 persons,1500948614.000
Asia,urban,1967,1000 persons,441649647.000
Asia,rural,1968,1000 persons,1535577945.000
Asia,urban,1968,1000 persons,456059615.000
Asia,rural,1969,1000 persons,1570674012.000
Asia,urban,1969,1000 persons,471036647.000
Asia,rural,1970,1000 persons,1605645032.000
Asia,urban,1970,1000 persons,486449811.000
Asia,rural,1971,1000 persons,1640389228.000
Asia,urban,1971,1000 persons,502245471.000
Asia,rural,1972,1000 persons,1674197811.000
Asia,urban,1972,1000 persons,519161555.000
Asia,rural,1973,1000 persons,1706524058.000
Asia,urban,1973,1000 persons,537440840.00
Asia,rural,1974,1000 persons,1737114735.000
Asia,urban,1974,1000 persons,557032072.000
Asia,rural,1975,1000 persons,1768716801.000
Asia,urban,1975,1000 persons,575010608.000
Asia,rural,1976,1000 persons,1798443977.000
Asia,urban,1976,1000 persons,594081092.000
Asia,rural,1977,1000 persons,1827476201.000
Asia,urban,1977,1000 persons,613183909.000
Asia,rural,1978,1000 persons,1852898234.000
Asia,urban,1978,1000 persons,635754288.000
Asia,rural,1979,1000 persons,1874912959.000
Asia,urban,1979,1000 persons,662326403.000
Asia,rural,1980,1000 persons,1896650036.000
Asia,urban,1980,1000 persons,690331791.000
Asia,rural,1981,1000 persons,1918280332.000
Asia,urban,1981,1000 persons,719607421.000
Asia,rural,1982,1000 persons,1940920295.000
Asia,urban,1982,1000 persons,748935659.000
Asia,rural,1983,1000 persons,1965437891.000
Asia,urban,1983,1000 persons,777746594.000
Asia,rural,1984,1000 persons,1990506082.000
Asia,urban,1984,1000 persons,807702456.000
Asia,rural,1985,1000 persons,2016327676.000
Asia,urban,1985,1000 persons,838739287.000
Asia,rural,1986,1000 persons,2042940020.00
Asia,urban,1986,1000 persons,871012068.000
Asia,rural,1987,1000 persons,2070175959.000
Asia,urban,1987,1000 persons,904354116.000
Asia,rural,1988,1000 persons,2097311547.000
Asia,urban,1988,1000 persons,938438296.000
Asia,rural,1989,1000 persons,2123307789.000
Asia,urban,1989,1000 persons,972883762.000
Asia,rural,1990,1000 persons,2147225747.000
Asia,urban,1990,1000 persons,1007581360.00
Asia,rural,1991,1000 persons,2168794379.000
Asia,urban,1991,1000 persons,1042422170.00
Asia,rural,1992,1000 persons,2223998222.000
Asia,urban,1992,1000 persons,1109605873.000
Asia,rural,1993,1000 persons,2242198953.000
Asia,urban,1993,1000 persons,1144560903.000
Asia,rural,1994,1000 persons,2258711812.000
Asia,urban,1994,1000 persons,1179814618.000
Asia,rural,1995,1000 persons,2273785212.000
Asia,urban,1995,1000 persons,1215521041.000
Asia,rural,1996,1000 persons,2287547958.000
Asia,urban,1996,1000 persons,1251553111.000
Asia,rural,1997,1000 persons,2300025969.000
Asia,urban,1997,1000 persons,1287807552.000
Asia,rural,1998,1000 persons,2311250367.000
Asia,urban,1998,1000 persons,1324508143.000
Asia,rural,1999,1000 persons,2321509089.000
Asia,urban,1999,1000 persons,1361680697.000
Asia,rural,2000,1000 persons,2330648320.00
Asia,urban,2000,1000 persons,1399722305.000
Asia,rural,2001,1000 persons,2334925155.000
Asia,urban,2001,1000 persons,1442499914.000
Asia,rural,2002,1000 persons,2335683436.000
Asia,urban,2002,1000 persons,1488686090.00
Asia,rural,2003,1000 persons,2335646272.000
Asia,urban,2003,1000 persons,1535555468.000
Asia,rural,2004,1000 persons,2334693907.000
Asia,urban,2004,1000 persons,1583177244.000
Asia,rural,2005,1000 persons,2332853925.000
Asia,urban,2005,1000 persons,1631488737.000
Asia,rural,2006,1000 persons,2330902959.000
Asia,urban,2006,1000 persons,1679699708.000
Asia,rural,2007,1000 persons,2328553510.00
Asia,urban,2007,1000 persons,1728131187.000
Asia,rural,2008,1000 persons,2325436692.000
Asia,urban,2008,1000 persons,1777206981.000
Asia,rural,2009,1000 persons,2321731946.000
Asia,urban,2009,1000 persons,1826817852.000
Asia,rural,2010,1000 persons,2317409973.000
Asia,urban,2010,1000 persons,1877015239.000
Asia,rural,2011,1000 persons,2314890048.000
Asia,urban,2011,1000 persons,1925390928.000
Asia,rural,2012,1000 persons,2312473424.000
Asia,urban,2012,1000 persons,1973541307.000
Asia,rural,2013,1000 persons,2309339171.000
Asia,urban,2013,1000 persons,2022052034.000
Asia,rural,2014,1000 persons,2305288389.000
Asia,urban,2014,1000 persons,2070811266.000
Asia,rural,2015,1000 persons,2300024203.000
Asia,urban,2015,1000 persons,2119873398.000
Asia,rural,2016,1000 persons,2293796971.000
Asia,urban,2016,1000 persons,2168879760.00
Asia,rural,2017,1000 persons,2286704694.000
Asia,urban,2017,1000 persons,2217723679.000
Asia,rural,2018,1000 persons,2279002514.000
Asia,urban,2018,1000 persons,2266130580.00
Asia,rural,2019,1000 persons,2270755523.000
Asia,urban,2019,1000 persons,2314051549.000
Asia,rural,2020,1000 persons,2261989775.000
Asia,urban,2020,1000 persons,2361464416.000
Asia,rural,2021,1000 persons,2252719984.000
Asia,urban,2021,1000 persons,2408318385.000
Europe,rural,1950,1000 persons,281661303.000
Europe,urban,1950,1000 persons,292971701.000
Europe,rural,1951,1000 persons,281233288.000
Europe,urban,1951,1000 persons,299048509.000
Europe,rural,1952,1000 persons,281040112.000
Europe,urban,1952,1000 persons,305367029.000
Europe,rural,1953,1000 persons,280927266.000
Europe,urban,1953,1000 persons,311902608.000
Europe,rural,1954,1000 persons,280767500.0
Europe,urban,1954,1000 persons,318646917.000
Europe,rural,1955,1000 persons,280445946.000
Europe,urban,1955,1000 persons,325622829.000
Europe,rural,1956,1000 persons,280031431.000
Europe,urban,1956,1000 persons,332715436.000
Europe,rural,1957,1000 persons,279580167.000
Europe,urban,1957,1000 persons,339866010.00
Europe,rural,1958,1000 persons,279030508.000
Europe,urban,1958,1000 persons,347170484.000
Europe,rural,1959,1000 persons,278577293.000
Europe,urban,1959,1000 persons,354493907.000
Europe,rural,1960,1000 persons,278269036.000
Europe,urban,1960,1000 persons,361839512.000
Europe,rural,1961,1000 persons,277863302.000
Europe,urban,1961,1000 persons,369457103.000
Europe,rural,1962,1000 persons,277463511.000
Europe,urban,1962,1000 persons,377174923.000
Europe,rural,1963,1000 persons,276780153.000
Europe,urban,1963,1000 persons,385124849.000
Europe,rural,1964,1000 persons,275903419.000
Europe,urban,1964,1000 persons,393007874.000
Europe,rural,1965,1000 persons,274758072.000
Europe,urban,1965,1000 persons,400752362.000
Europe,rural,1966,1000 persons,273399127.000
Europe,urban,1966,1000 persons,408232637.000
Europe,rural,1967,1000 persons,271858582.000
Europe,urban,1967,1000 persons,415461399.000
Europe,rural,1968,1000 persons,270274484.000
Europe,urban,1968,1000 persons,422411291.000
Europe,rural,1969,1000 persons,268850512.000
Europe,urban,1969,1000 persons,429048683.000
Europe,rural,1970,1000 persons,267428571.000
Europe,urban,1970,1000 persons,435655115.000
Europe,rural,1971,1000 persons,266037884.000
Europe,urban,1971,1000 persons,442236001.000
Europe,rural,1972,1000 persons,264661806.000
Europe,urban,1972,1000 persons,448767826.000
Europe,rural,1973,1000 persons,263296634.000
Europe,urban,1973,1000 persons,455215425.000
Europe,rural,1974,1000 persons,261865632.000
Europe,urban,1974,1000 persons,461590092.000
Europe,rural,1975,1000 persons,260491406.000
Europe,urban,1975,1000 persons,467724005.000
Europe,rural,1976,1000 persons,259158937.000
Europe,urban,1976,1000 persons,473630538.000
Europe,rural,1977,1000 persons,257748469.000
Europe,urban,1977,1000 persons,479456513.000
Europe,rural,1978,1000 persons,256246296.000
Europe,urban,1978,1000 persons,485234051.000
Europe,rural,1979,1000 persons,254989361.000
Europe,urban,1979,1000 persons,490653147.000
Europe,rural,1980,1000 persons,254027957.000
Europe,urban,1980,1000 persons,495686522.000
Europe,rural,1981,1000 persons,253202093.000
Europe,urban,1981,1000 persons,500474601.000
Europe,rural,1982,1000 persons,252754982.000
Europe,urban,1982,1000 persons,504774152.000
Europe,rural,1983,1000 persons,252405269.000
Europe,urban,1983,1000 persons,508930805.000
Europe,rural,1984,1000 persons,252164902.000
Europe,urban,1984,1000 persons,513017027.000
Europe,rural,1985,1000 persons,252049164.000
Europe,urban,1985,1000 persons,517064135.000
Europe,rural,1986,1000 persons,251856925.000
Europe,urban,1986,1000 persons,521305209.000
Europe,rural,1987,1000 persons,251431568.000
Europe,urban,1987,1000 persons,525839158.000
Europe,rural,1988,1000 persons,250990058.000
Europe,urban,1988,1000 persons,530293777.000
Europe,rural,1989,1000 persons,251126736.000
Europe,urban,1989,1000 persons,533863065.000
Europe,rural,1990,1000 persons,251555941.000
Europe,urban,1990,1000 persons,536677258.000
Europe,rural,1991,1000 persons,251731605.000
Europe,urban,1991,1000 persons,539256914.000
Europe,rural,1992,1000 persons,216385224.000
Europe,urban,1992,1000 persons,508914867.000
Europe,rural,1993,1000 persons,215981766.000
Europe,urban,1993,1000 persons,510622352.000
Europe,rural,1994,1000 persons,215400829.000
Europe,urban,1994,1000 persons,512133094.000
Europe,rural,1995,1000 persons,214739400.0
Europe,urban,1995,1000 persons,513345193.000
Europe,rural,1996,1000 persons,213978298.000
Europe,urban,1996,1000 persons,514254212.000
Europe,rural,1997,1000 persons,213136589.000
Europe,urban,1997,1000 persons,514894427.000
Europe,rural,1998,1000 persons,212244936.000
Europe,urban,1998,1000 persons,515405124.000
Europe,rural,1999,1000 persons,211349735.000
Europe,urban,1999,1000 persons,515966998.000
Europe,rural,2000,1000 persons,210475818.000
Europe,urban,2000,1000 persons,516725121.000
Europe,rural,2001,1000 persons,209574588.000
Europe,urban,2001,1000 persons,517780135.000
Europe,rural,2002,1000 persons,208404974.000
Europe,urban,2002,1000 persons,519349298.000
Europe,rural,2003,1000 persons,207204119.000
Europe,urban,2003,1000 persons,521192514.000
Europe,rural,2004,1000 persons,206023033.000
Europe,urban,2004,1000 persons,523229472.000
Europe,rural,2005,1000 persons,204857504.000
Europe,urban,2005,1000 persons,525432178.000
Europe,rural,2006,1000 persons,203737610.00
Europe,urban,2006,1000 persons,527793299.000
Europe,rural,2007,1000 persons,202672608.000
Europe,urban,2007,1000 persons,530291148.000
Europe,rural,2008,1000 persons,201622694.000
Europe,urban,2008,1000 persons,532851796.000
Europe,rural,2009,1000 persons,200555404.000
Europe,urban,2009,1000 persons,535355771.000
Europe,rural,2010,1000 persons,199490930.00
Europe,urban,2010,1000 persons,537672650.00
Europe,rural,2011,1000 persons,198365242.000
Europe,urban,2011,1000 persons,539812562.000
Europe,rural,2012,1000 persons,197240710.00
Europe,urban,2012,1000 persons,541735832.000
Europe,rural,2013,1000 persons,196057900.0
Europe,urban,2013,1000 persons,543563282.000
Europe,rural,2014,1000 persons,194873493.000
Europe,urban,2014,1000 persons,545337237.000
Europe,rural,2015,1000 persons,193666746.000
Europe,urban,2015,1000 persons,547147213.000
Europe,rural,2016,1000 persons,192416993.000
Europe,urban,2016,1000 persons,549030165.000
Europe,rural,2017,1000 persons,191114577.000
Europe,urban,2017,1000 persons,550959276.000
Europe,rural,2018,1000 persons,189736785.000
Europe,urban,2018,1000 persons,552911225.000
Europe,rural,2019,1000 persons,188270268.000
Europe,urban,2019,1000 persons,554832332.000
Europe,rural,2020,1000 persons,186706006.000
Europe,urban,2020,1000 persons,556684039.000
Europe,rural,2021,1000 persons,185042265.000
Europe,urban,2021,1000 persons,558453858.000
Oceania,rural,1950,1000 persons,4741529.000
Oceania,urban,1950,1000 persons,7906247.000
Oceania,rural,1951,1000 persons,4797617.000
Oceania,urban,1951,1000 persons,8173680.00
Oceania,rural,1952,1000 persons,4848875.000
Oceania,urban,1952,1000 persons,8426698.000
Oceania,rural,1953,1000 persons,4898245.000
Oceania,urban,1953,1000 persons,8674216.000
Oceania,rural,1954,1000 persons,4947430.00
Oceania,urban,1954,1000 persons,8923472.000
Oceania,rural,1955,1000 persons,4997626.000
Oceania,urban,1955,1000 persons,9179087.000
Oceania,rural,1956,1000 persons,5047899.000
Oceania,urban,1956,1000 persons,9444919.000
Oceania,rural,1957,1000 persons,5095091.000
Oceania,urban,1957,1000 persons,9723990.00
Oceania,rural,1958,1000 persons,5143475.000
Oceania,urban,1958,1000 persons,10009375.000
Oceania,rural,1959,1000 persons,5192079.000
Oceania,urban,1959,1000 persons,10297571.000
Oceania,rural,1960,1000 persons,5240201.000
Oceania,urban,1960,1000 persons,10585023.000
Oceania,rural,1961,1000 persons,5287327.000
Oceania,urban,1961,1000 persons,10870540.00
Oceania,rural,1962,1000 persons,5344556.000
Oceania,urban,1962,1000 persons,11145608.000
Oceania,rural,1963,1000 persons,5402548.000
Oceania,urban,1963,1000 persons,11427438.000
Oceania,rural,1964,1000 persons,5462741.000
Oceania,urban,1964,1000 persons,11725392.000
Oceania,rural,1965,1000 persons,5526244.000
Oceania,urban,1965,1000 persons,12044989.000
Oceania,rural,1966,1000 persons,5594021.000
Oceania,urban,1966,1000 persons,12388591.000
Oceania,rural,1967,1000 persons,5671669.000
Oceania,urban,1967,1000 persons,12745320.00
Oceania,rural,1968,1000 persons,5747736.000
Oceania,urban,1968,1000 persons,13114123.000
Oceania,rural,1969,1000 persons,5819401.000
Oceania,urban,1969,1000 persons,13480404.000
Oceania,rural,1970,1000 persons,5883576.000
Oceania,urban,1970,1000 persons,13834458.000
Oceania,rural,1971,1000 persons,5938251.000
Oceania,urban,1971,1000 persons,14175453.000
Oceania,rural,1972,1000 persons,6019258.000
Oceania,urban,1972,1000 persons,14470446.000
Oceania,rural,1973,1000 persons,6098655.000
Oceania,urban,1973,1000 persons,14747410.00
Oceania,rural,1974,1000 persons,6177237.000
Oceania,urban,1974,1000 persons,15007086.000
Oceania,rural,1975,1000 persons,6255159.000
Oceania,urban,1975,1000 persons,15251696.000
Oceania,rural,1976,1000 persons,6333513.000
Oceania,urban,1976,1000 persons,15478407.000
Oceania,rural,1977,1000 persons,6417273.000
Oceania,urban,1977,1000 persons,15684456.000
Oceania,rural,1978,1000 persons,6503177.000
Oceania,urban,1978,1000 persons,15884595.000
Oceania,rural,1979,1000 persons,6592961.000
Oceania,urban,1979,1000 persons,16092215.000
Oceania,rural,1980,1000 persons,6688619.000
Oceania,urban,1980,1000 persons,16316449.000
Oceania,rural,1981,1000 persons,6793341.000
Oceania,urban,1981,1000 persons,16558232.000
Oceania,rural,1982,1000 persons,6931527.000
Oceania,urban,1982,1000 persons,16790815.000
Oceania,rural,1983,1000 persons,7073731.000
Oceania,urban,1983,1000 persons,17039582.000
Oceania,rural,1984,1000 persons,7217464.000
Oceania,urban,1984,1000 persons,17300048.000
Oceania,rural,1985,1000 persons,7360473.000
Oceania,urban,1985,1000 persons,17568924.000
Oceania,rural,1986,1000 persons,7499829.000
Oceania,urban,1986,1000 persons,17848569.000
Oceania,rural,1987,1000 persons,7630880.00
Oceania,urban,1987,1000 persons,18144282.000
Oceania,rural,1988,1000 persons,7761751.000
Oceania,urban,1988,1000 persons,18444979.000
Oceania,rural,1989,1000 persons,7894727.000
Oceania,urban,1989,1000 persons,18744988.000
Oceania,rural,1990,1000 persons,8030424.000
Oceania,urban,1990,1000 persons,19041037.000
Oceania,rural,1991,1000 persons,8186072.000
Oceania,urban,1991,1000 persons,19315233.000
Oceania,rural,1992,1000 persons,8362478.000
Oceania,urban,1992,1000 persons,19566553.000
Oceania,rural,1993,1000 persons,8543654.000
Oceania,urban,1993,1000 persons,19809487.000
Oceania,rural,1994,1000 persons,8727309.000
Oceania,urban,1994,1000 persons,20044790.00
Oceania,rural,1995,1000 persons,8913467.000
Oceania,urban,1995,1000 persons,20271847.000
Oceania,rural,1996,1000 persons,9101432.000
Oceania,urban,1996,1000 persons,20491596.000
Oceania,rural,1997,1000 persons,9295942.000
Oceania,urban,1997,1000 persons,20701163.000
Oceania,rural,1998,1000 persons,9493859.000
Oceania,urban,1998,1000 persons,20907522.000
Oceania,rural,1999,1000 persons,9695233.000
Oceania,urban,1999,1000 persons,21115431.000
Oceania,rural,2000,1000 persons,9900090.00
Oceania,urban,2000,1000 persons,21329332.000
Oceania,rural,2001,1000 persons,10100379.000
Oceania,urban,2001,1000 persons,21556470.00
Oceania,rural,2002,1000 persons,10255578.000
Oceania,urban,2002,1000 persons,21838894.000
Oceania,rural,2003,1000 persons,10414114.000
Oceania,urban,2003,1000 persons,22137546.000
Oceania,rural,2004,1000 persons,10578126.000
Oceania,urban,2004,1000 persons,22462120.00
Oceania,rural,2005,1000 persons,10749217.000
Oceania,urban,2005,1000 persons,22818420.00
Oceania,rural,2006,1000 persons,10927999.000
Oceania,urban,2006,1000 persons,23210500.0
Oceania,rural,2007,1000 persons,11117683.000
Oceania,urban,2007,1000 persons,23629815.000
Oceania,rural,2008,1000 persons,11310699.000
Oceania,urban,2008,1000 persons,24069067.000
Oceania,rural,2009,1000 persons,11503706.000
Oceania,urban,2009,1000 persons,24510562.000
Oceania,rural,2010,1000 persons,11694723.000
Oceania,urban,2010,1000 persons,24940843.000
Oceania,rural,2011,1000 persons,11882268.000
Oceania,urban,2011,1000 persons,25355609.000
Oceania,rural,2012,1000 persons,12065277.000
Oceania,urban,2012,1000 persons,25759169.000
Oceania,rural,2013,1000 persons,12246500.0
Oceania,urban,2013,1000 persons,26152898.000
Oceania,rural,2014,1000 persons,12426231.000
Oceania,urban,2014,1000 persons,26544158.000
Oceania,rural,2015,1000 persons,12605390.00
Oceania,urban,2015,1000 persons,26937590.00
Oceania,rural,2016,1000 persons,12783918.000
Oceania,urban,2016,1000 persons,27333514.000
Oceania,rural,2017,1000 persons,12959749.000
Oceania,urban,2017,1000 persons,27731037.000
Oceania,rural,2018,1000 persons,13132183.000
Oceania,urban,2018,1000 persons,28129029.000
Oceania,rural,2019,1000 persons,13300642.000
Oceania,urban,2019,1000 persons,28525534.000
Oceania,rural,2020,1000 persons,13464606.000
Oceania,urban,2020,1000 persons,28919183.000
Oceania,rural,2021,1000 persons,13623859.000
Oceania,urban,2021,1000 persons,29309513.000
