Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1986","kcal/capita/day","64"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1987","kcal/capita/day","64"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1988","kcal/capita/day","64"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1989","kcal/capita/day","65"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1990","kcal/capita/day","63"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1991","kcal/capita/day","63"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1992","kcal/capita/day","66"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1993","kcal/capita/day","67"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1994","kcal/capita/day","68"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1995","kcal/capita/day","69"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1996","kcal/capita/day","72"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1997","kcal/capita/day","73"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1998","kcal/capita/day","73"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","1999","kcal/capita/day","75"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2000","kcal/capita/day","77"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2001","kcal/capita/day","76"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2002","kcal/capita/day","79"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2003","kcal/capita/day","80"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2004","kcal/capita/day","82"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2005","kcal/capita/day","84"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2006","kcal/capita/day","87"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2007","kcal/capita/day","88"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2008","kcal/capita/day","90"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2009","kcal/capita/day","91"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2010","kcal/capita/day","91"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2011","kcal/capita/day","94"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2012","kcal/capita/day","96"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2013","kcal/capita/day","97"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1961","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1962","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1963","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1964","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1965","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1966","kcal/capita/day","43"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1967","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1968","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1969","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1970","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1971","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1972","kcal/capita/day","43"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1973","kcal/capita/day","43"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1974","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1975","kcal/capita/day","47"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1976","kcal/capita/day","48"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1977","kcal/capita/day","48"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1978","kcal/capita/day","48"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1979","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1980","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1981","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1982","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1983","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1984","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1985","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1986","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1987","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1988","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1989","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1990","kcal/capita/day","45"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1991","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1992","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1993","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1994","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1995","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1996","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1997","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1998","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","1999","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2000","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2001","kcal/capita/day","38"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2002","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2003","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2004","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2005","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2006","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2007","kcal/capita/day","41"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2008","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2009","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2010","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2011","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2012","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Bovine Meat","2013","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1961","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1962","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1963","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1964","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1965","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1966","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1967","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1968","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1969","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1970","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1971","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1972","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1973","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1974","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1975","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1976","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1977","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1978","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1979","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1980","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1981","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1982","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1983","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1984","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1985","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1986","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1987","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1988","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1989","kcal/capita/day","9"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1990","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1991","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1992","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1993","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1994","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1995","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1996","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1997","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1998","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","1999","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2000","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2001","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2002","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2003","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2004","kcal/capita/day","10"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2005","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2006","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2007","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2008","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2009","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2010","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2011","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2012","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Mutton & Goat Meat","2013","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1961","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1962","kcal/capita/day","48"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1963","kcal/capita/day","53"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1964","kcal/capita/day","55"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1965","kcal/capita/day","59"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1966","kcal/capita/day","60"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1967","kcal/capita/day","61"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1968","kcal/capita/day","61"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1969","kcal/capita/day","59"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1970","kcal/capita/day","59"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1971","kcal/capita/day","64"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1972","kcal/capita/day","66"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1973","kcal/capita/day","65"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1974","kcal/capita/day","65"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1975","kcal/capita/day","64"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1976","kcal/capita/day","63"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1977","kcal/capita/day","63"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1978","kcal/capita/day","67"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1979","kcal/capita/day","73"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1980","kcal/capita/day","77"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1981","kcal/capita/day","76"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1982","kcal/capita/day","76"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1983","kcal/capita/day","77"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1984","kcal/capita/day","79"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1985","kcal/capita/day","83"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1986","kcal/capita/day","82"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1987","kcal/capita/day","85"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1988","kcal/capita/day","89"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1989","kcal/capita/day","90"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1990","kcal/capita/day","91"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1991","kcal/capita/day","92"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1992","kcal/capita/day","95"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1993","kcal/capita/day","97"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1994","kcal/capita/day","100"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1995","kcal/capita/day","100"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1996","kcal/capita/day","99"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1997","kcal/capita/day","100"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1998","kcal/capita/day","105"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","1999","kcal/capita/day","105"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2000","kcal/capita/day","107"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2001","kcal/capita/day","106"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2002","kcal/capita/day","108"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2003","kcal/capita/day","111"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2004","kcal/capita/day","110"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2005","kcal/capita/day","111"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2006","kcal/capita/day","113"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2007","kcal/capita/day","115"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2008","kcal/capita/day","117"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2009","kcal/capita/day","119"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2010","kcal/capita/day","121"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2011","kcal/capita/day","120"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2012","kcal/capita/day","123"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Pigmeat","2013","kcal/capita/day","124"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1961","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1962","kcal/capita/day","11"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1963","kcal/capita/day","12"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1964","kcal/capita/day","12"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1965","kcal/capita/day","13"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1966","kcal/capita/day","13"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1967","kcal/capita/day","14"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1968","kcal/capita/day","14"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1969","kcal/capita/day","15"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1970","kcal/capita/day","16"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1971","kcal/capita/day","16"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1972","kcal/capita/day","17"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1973","kcal/capita/day","17"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1974","kcal/capita/day","17"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1975","kcal/capita/day","18"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1976","kcal/capita/day","18"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1977","kcal/capita/day","19"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1978","kcal/capita/day","20"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1979","kcal/capita/day","21"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1980","kcal/capita/day","22"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1981","kcal/capita/day","23"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1982","kcal/capita/day","23"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1983","kcal/capita/day","23"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1984","kcal/capita/day","23"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1985","kcal/capita/day","24"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1986","kcal/capita/day","25"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1987","kcal/capita/day","27"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1988","kcal/capita/day","28"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1989","kcal/capita/day","28"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1990","kcal/capita/day","29"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1991","kcal/capita/day","31"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1992","kcal/capita/day","32"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1993","kcal/capita/day","33"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1994","kcal/capita/day","35"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1995","kcal/capita/day","37"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1996","kcal/capita/day","37"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1997","kcal/capita/day","39"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1998","kcal/capita/day","40"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","1999","kcal/capita/day","42"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2000","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2001","kcal/capita/day","44"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2002","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2003","kcal/capita/day","46"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2004","kcal/capita/day","47"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2005","kcal/capita/day","48"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2006","kcal/capita/day","49"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2007","kcal/capita/day","51"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2008","kcal/capita/day","53"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2009","kcal/capita/day","54"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2010","kcal/capita/day","55"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2011","kcal/capita/day","57"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2012","kcal/capita/day","58"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Poultry Meat","2013","kcal/capita/day","59"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Meat, Other","1961","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Meat, Other","1962","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Meat, Other","1963","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Meat, Other","1964","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Meat, Other","1965","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Meat, Other","1966","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Meat, Other","1967","kcal/capita/day","3"
"Food Balances (old methodology and population)","World","Food supply (kcal/capita/day)","Meat, Other","1968","kcal/capita/day","3"
