region,category,year,population_MHd
South America,urban,1985,191.48
South America,urban,1986,197.21
South America,urban,1987,202.957
South America,urban,1988,208.731
South America,urban,1989,214.519
South America,urban,1990,220.326
South America,urban,1991,226.106
South America,urban,1992,231.833
South America,urban,1993,237.547
South America,urban,1994,243.28
South America,urban,1995,249.022
South America,urban,1996,254.779
South America,urban,1997,260.652
South America,urban,1998,266.53
South America,urban,1999,272.366
South America,urban,2000,278.162
South America,urban,2001,283.341
South America,urban,2002,288.32
South America,urban,2003,293.194
South America,urban,2004,298.005
South America,urban,2005,302.755
South America,urban,2006,307.44
South America,urban,2007,312.063
South America,urban,2008,316.603
South America,urban,2009,321.102
South America,urban,2010,325.597
South America,urban,2011,330.098
South America,urban,2012,334.583
South America,urban,2013,339.033
South America,urban,2014,343.433
South America,urban,2015,347.768
South America,urban,2016,352.032
South America,urban,2017,356.225
South America,urban,2018,360.353
South America,urban,2019,364.414
South America,urban,2020,368.409
South America,urban,2021,372.332
