Metadata:
[1] [P-Components-N] | 72% of 0.93 total water withdrawal
[287] [P-Components-N] | it includes 189.14 km3 of withdrawal for irrigation, 2.43 km3 for livestock and 5.11 km3 for aquaculture
[288] [P-Components-N] | Fresh surface water and groundwater withdrawal for agriculture account for 115.1 km3 and 81.4 km3 respectively
[289] [P-Components-N] | This figure includes 176.77 km3 of withdrawal for irrigation, 2.95 km3 for livestock and 12.13 km3 for aquaculture
[290] [P-Components-N] | Fresh surface water and groundwater withdrawal for agriculture account for 110.9 km3 and 80.95 km3 respectively
[291] [P-Components-N] | this figure includes 159.29 km3 of withdrawal for irrigation, 2.75 km3 for livestock and 13.02 km3 for aquaculture
[292] [P-Components-N] | Fresh surface water and groundwater withdrawal for agriculture account for 102.58 km3 and 72.48 km3 respectively
[293] [P-Components-N] | This figure includes 265.9 km3 of water withdrawal for cooling of thermoelectric plants and 6.84 km3 of mining withdrawal
[294] [P-Components-N] | External metadata: This figure includes 266.69 km3 of water withdrawal for cooling of thermoelectric plants and 4.82 km3 of mining withdrawal
[295] [P-Components-N] | This figure includes 274.48 km3 of water withdrawal for cooling of thermoelectric plants and 5.55 km3 of mining withdrawal
[296] [P-Components-N] | This figure includes 219 km3 of water withdrawal for cooling of thermoelectric plants and 7.35 km3 of mining withdrawal
[297] [P-Components-N] | includes 92.2 km3 of withdrawal of saline water (sea water, coastal brackish, saline groundwater), mostly for cooling of thermoelectric plants and some for mining
[298] [P-Components-N] | This figure doesn't include total withdrawal of Puerto Rico (4.21 km3) and total withdrawal of the US Virgin Islands (0.23 km3). For more information on Puerto Rico, please select Puerto Rico in the AQUASTAT database.
[299] [P-Components-N] | includes 82.85 km3 of withdrawal of saline water (sea water, coastal brackish, saline groundwater), mostly for cooling of thermoelectric plants and some for mining
[300] [P-Components-N] | This figure doesn't include total withdrawal of Puerto Rico (3.88 km3) and total withdrawal of the US Virgin Islands (0.20 km3). For more information on Puerto Rico, please select Puerto Rico in the AQUASTAT database.
[301] [P-Components-N] | includes 80.89 km3 of withdrawal of saline water (sea water, coastal brackish, saline groundwater), mostly for cooling of thermoelectric plants and some for mining
[302] [P-Components-N] | This figure doesn't include total withdrawal of Puerto Rico (4.16 km3) and total withdrawal of the US Virgin Islands (0.20 km3). For more information on Puerto Rico, please select Puerto Rico in the AQUASTAT database.
[303] [P-Components-N] | includes 63.45 km3 of withdrawal of saline water (sea water, coastal brackish, saline groundwater), mostly for cooling of thermoelectric plants and some for mining
[304] [P-Components-N] | This figure doesn't include total withdrawal of Puerto Rico (4.15 km3) and total withdrawal of the US Virgin Islands (0.18 km3). For more information on Puerto Rico, please select Puerto Rico in the AQUASTAT database.
[305] [P-Components-N] | Irrigation water withdrawal only
[306] [P-Components-N] | Irrigation water withdrawal only
[307] [P-Components-N] | Including irrigation and stock watering
[308] [P-Observations-N] | Volume of water allocated to agriculture, not actual withdrawal
[309] [P-Observations-N] | Volume of water allocated to industries, not actual withdrawal
[310] [P-Observations-N] | Volume of water allocated to municipalities, not actual withdrawal
[311] [P-Observations-N] | Total volume of water allocated, not actual withdrawal
