country,sector,year,withdrawal_billion_m3,metadata_note
Cameroon,industrial,2000,0.0683,
Cameroon,industrial,2005,0.1046,
Central African Republic,industrial,1987,0.004,
Central African Republic,industrial,2000,0.011,
Central African Republic,industrial,2005,0.012,
Chad,industrial,1987,0.004,
Chad,industrial,2000,0.0885,
Chad,industrial,2005,0.1037,
Comoros,industrial,1999,5.00E-04,
Congo,industrial,1987,0.0108,
Congo,industrial,2002,0.01,
Congo,industrial,2005,0.024,
Côte d'Ivoire,industrial,1987,0.078,
Côte d'Ivoire,industrial,1994,0.27,
Côte d'Ivoire,industrial,2000,0.2696,
Côte d'Ivoire,industrial,2005,0.318,
Côte d'Ivoire,industrial,2014,0.242,
Democratic Republic of the Congo,industrial,1990,0.058,
Democratic Republic of the Congo,industrial,2000,0.1229,
Democratic Republic of the Congo,industrial,2005,0.1468,
Djibouti,industrial,1985,0,
Djibouti,industrial,2000,0,
Egypt,industrial,1995,4.429,
Egypt,industrial,2000,4,[209]
Egypt,industrial,2012,1.2,
Egypt,industrial,2017,5.4,
Equatorial Guinea,industrial,1987,0.0013,
Equatorial Guinea,industrial,2000,0.0026,
Equatorial Guinea,industrial,2005,0.003,
Eritrea,industrial,2000,0.0617,
Eritrea,industrial,2004,0.001,
Eswatini,industrial,1980,0.016,
Eswatini,industrial,2000,0.012,
Eswatini,industrial,2005,0.0207,
Ethiopia,industrial,2002,0.021,
Ethiopia,industrial,2005,0.0511,
Gabon,industrial,1987,0.0132,
Gabon,industrial,2000,0.0114,
Gabon,industrial,2005,0.0141,
Gambia,industrial,1982,4.00E-04,
Gambia,industrial,2000,0.0174,
Gambia,industrial,2005,0.0212,
Ghana,industrial,1970,0.039,
Ghana,industrial,2000,0.095,
Guinea,industrial,1987,0.022,
Guinea,industrial,2000,0.0521,
Guinea,industrial,2005,0.0562,
Guinea-Bissau,industrial,1991,6.00E-04,
Guinea-Bissau,industrial,1996,0.008,
Guinea-Bissau,industrial,2000,0.008,
Guinea-Bissau,industrial,2005,0.0119,
Kenya,industrial,1990,0.08,
Kenya,industrial,2003,0.1,
Kenya,industrial,2010,0.125,
Kenya,industrial,2016,0.303,
Lesotho,industrial,1987,0.011,
Lesotho,industrial,2000,0.02,
Liberia,industrial,1987,0.0169,
Liberia,industrial,2000,0.0474,
Liberia,industrial,2005,0.0534,
Libya,industrial,1990,0.07,
Libya,industrial,1994,0.1,
Libya,industrial,2000,0.132,
Libya,industrial,2012,0.28,
Madagascar,industrial,1984,0,
Madagascar,industrial,2000,0.1308,
Madagascar,industrial,2005,0.1619,
Malawi,industrial,1985,0.027,
Malawi,industrial,1990,0.0298,
Malawi,industrial,1994,0.032,
Malawi,industrial,2000,0.0399,
Malawi,industrial,2005,0.0477,
Mali,industrial,1987,0.014,
Mali,industrial,2006,0.004,
Mauritania,industrial,1980,0.029,
Mauritania,industrial,2000,0.0253,
Mauritania,industrial,2005,0.0318,
Mauritius,industrial,1974,0.0248,
Mauritius,industrial,1995,0.047,
Mauritius,industrial,2007,0.006,
Mauritius,industrial,2012,0.011,
Mauritius,industrial,2017,0.012,[210]
Morocco,industrial,1992,0.322,
Morocco,industrial,2002,0.766,
Morocco,industrial,2010,0.212,
Mozambique,industrial,1990,0.012,
Mozambique,industrial,2000,0.0243,
Mozambique,industrial,2005,0.0362,
Mozambique,industrial,2015,0.025,
Namibia,industrial,1991,0.008,
Namibia,industrial,1995,0.0105,
Namibia,industrial,2000,0.014,[211]
Niger,industrial,1988,0.01,
Niger,industrial,2000,0.0284,
Niger,industrial,2005,0.0327,
Niger,industrial,2012,0.0137,[212]
Niger,industrial,2017,0.036,
Nigeria,industrial,1987,0.545,
Nigeria,industrial,2000,1.554,
Nigeria,industrial,2005,1.965,
Nigeria,industrial,2010,1.965,
Rwanda,industrial,1987,0.012,
Rwanda,industrial,2000,0.012,
Rwanda,industrial,2005,0.0205,
Sao Tome and Principe,industrial,2016,6.00E-04,
Senegal,industrial,1987,0.041,
Senegal,industrial,2002,0.058,
Seychelles,industrial,1989,0.0011,
Seychelles,industrial,2000,0.0012,
Seychelles,industrial,2005,0.0038,
Sierra Leone,industrial,1987,0.015,
Sierra Leone,industrial,2000,0.0477,
Sierra Leone,industrial,2005,0.0555,
Somalia,industrial,1987,0,
Somalia,industrial,2000,0,
Somalia,industrial,2003,0.002,
South Africa,industrial,1990,1.448,
South Africa,industrial,1995,1.102,
South Africa,industrial,2000,1.052,[213]
South Africa,industrial,2017,4.1,
South Sudan,industrial,2011,0.225,
Sudan,industrial,2011,0.075,
Togo,industrial,1987,0.012,
Togo,industrial,2002,0.004,
Togo,industrial,2005,0.0063,
Tunisia,industrial,1990,0.086,
Tunisia,industrial,1995,0.098,
Tunisia,industrial,2000,0.11,
Tunisia,industrial,2011,0.165,[214]
Tunisia,industrial,2017,0.965,
Uganda,industrial,1970,0.016,
Uganda,industrial,2002,0.046,
Uganda,industrial,2008,0.05,
United Republic of Tanzania,industrial,1970,0.024,
United Republic of Tanzania,industrial,2002,0.025,
Zambia,industrial,1992,0.107,
Zambia,industrial,1994,0.118,
Zambia,industrial,2000,0.13,
Zimbabwe,industrial,1987,0.085,
Zimbabwe,industrial,2002,0.298,
Zimbabwe,industrial,2007,0.215,[215]
Zimbabwe,industrial,2017,0.0814,
Antigua and Barbuda,industrial,1990,0.001,
Antigua and Barbuda,industrial,2005,0.0018,
Antigua and Barbuda,industrial,2012,0.0025,
Argentina,industrial,1995,2.5,
Argentina,industrial,2000,3.975,
Argentina,industrial,2011,4,
Barbados,industrial,1996,0.0062,
Barbados,industrial,2005,0.0062,
Belize,industrial,1987,0,
Belize,industrial,2000,0.0212,
Bolivia (Plurinational State of),industrial,1987,0.062,
Bolivia (Plurinational State of),industrial,2009,0.032,
Brazil,industrial,1996,9.94,
Brazil,industrial,2006,10.14,
Brazil,industrial,2010,12.72,
Brazil,industrial,2017,9.511,
Canada,industrial,1991,36,
Canada,industrial,1996,32.91,
Canada,industrial,2000,31.57,
Canada,industrial,2007,33.12,
Canada,industrial,2015,28.07,
Chile,industrial,1975,0.84,
Chile,industrial,1992,2.211,
Chile,industrial,2000,2.324,
Chile,industrial,2006,4.744,
Colombia,industrial,2000,0.359,
Colombia,industrial,2008,2.242,[216]
Colombia,industrial,2016,3.73,
Costa Rica,industrial,2012,0.086,
Costa Rica,industrial,2015,0.24,
Cuba,industrial,1975,0.162,
Cuba,industrial,1995,0.765,
Cuba,industrial,2007,0.7607,
Cuba,industrial,2013,0.74,
Dominica,industrial,2010,0,
Dominican Republic,industrial,2000,0.065,
Dominican Republic,industrial,2005,0.259,
Dominican Republic,industrial,2010,0.586,
Dominican Republic,industrial,2015,0.6599,[217]
Ecuador,industrial,2000,0.3852,
Ecuador,industrial,2005,0.549,
El Salvador,industrial,1992,0.147,
El Salvador,industrial,2000,0.2369,
El Salvador,industrial,2005,0.213,
Grenada,industrial,2014,0,
Guatemala,industrial,1992,0.197,
Guatemala,industrial,2006,0.6031,
Guyana,industrial,1992,0.007,
Guyana,industrial,2000,0.01,
Guyana,industrial,2005,0.0204,
Guyana,industrial,2010,0.0204,
Haiti,industrial,1991,0.0054,
Haiti,industrial,1995,0.0046,
Haiti,industrial,2009,0.051,
Honduras,industrial,1992,0.076,
Honduras,industrial,2003,0.114,
Jamaica,industrial,1993,0.065,
Jamaica,industrial,2005,0.076,
Jamaica,industrial,2016,1.1,
Mexico,industrial,2002,6.9,
Mexico,industrial,2007,7.22,
Mexico,industrial,2012,7.403,
Mexico,industrial,2017,6.814,
Nicaragua,industrial,1998,0.027,
Nicaragua,industrial,2005,0.0736,
Nicaragua,industrial,2008,0.0736,
Panama,industrial,2000,0.015,
Panama,industrial,2005,0.0191,
Panama,industrial,2010,0.01,
Panama,industrial,2016,0.0062,
Paraguay,industrial,1987,0.0301,
Paraguay,industrial,2000,0.04,
Paraguay,industrial,2008,0.154,
Peru,industrial,2008,0.289,
Peru,industrial,2016,0.2066,
Puerto Rico,industrial,1990,3.435,[218]
Puerto Rico,industrial,2000,3.041,[219]
Puerto Rico,industrial,2005,3.184,[220]
Puerto Rico,industrial,2010,3.15,[221]
Puerto Rico,industrial,2015,2.365,
Saint Kitts and Nevis,industrial,2012,0,
Saint Lucia,industrial,2007,0,
Saint Vincent and the Grenadines,industrial,2013,2.00E-06,
Suriname,industrial,1987,0.022,
Suriname,industrial,2000,0.02,
Suriname,industrial,2006,0.1355,
Trinidad and Tobago,industrial,1997,0.0938,
Trinidad and Tobago,industrial,2000,0.099,
Trinidad and Tobago,industrial,2005,0.116,
Trinidad and Tobago,industrial,2011,0.1289,
United States of America,industrial,1990,303.9,[222]
United States of America,industrial,2000,298.8,[223]
United States of America,industrial,2005,305.1,[224]
United States of America,industrial,2010,248.4,[225]
United States of America,industrial,2015,209.7,
Uruguay,industrial,1965,0.0195,
Uruguay,industrial,2000,0.08,
Venezuela (Bolivarian Republic of),industrial,1970,0.451,
Venezuela (Bolivarian Republic of),industrial,2000,0.6831,
Venezuela (Bolivarian Republic of),industrial,2005,0.7933,
Afghanistan,industrial,1987,0,
Afghanistan,industrial,2000,0.1285,
Afghanistan,industrial,2005,0.1695,
Armenia,industrial,1995,0.12,
Armenia,industrial,2002,0.0766,
Armenia,industrial,2006,0.125,
Armenia,industrial,2012,0.2322,
Armenia,industrial,2017,0.1224,
Azerbaijan,industrial,1992,4.259,
Azerbaijan,industrial,1997,2.904,
Azerbaijan,industrial,2002,2.88,
Azerbaijan,industrial,2007,3.088,
Azerbaijan,industrial,2012,3.109,
Azerbaijan,industrial,2017,3.062,
Bahrain,industrial,1990,0.01,
Bahrain,industrial,2003,0.0203,
Bahrain,industrial,2016,0.0141,
Bangladesh,industrial,1987,0.225,
Bangladesh,industrial,1990,0.33,
Bangladesh,industrial,2008,0.77,
Bhutan,industrial,1987,0.002,
Bhutan,industrial,2008,0.003,
Cambodia,industrial,1987,0.0052,
Cambodia,industrial,2006,0.033,
China,industrial,1980,45.73,
China,industrial,1985,36.17,
China,industrial,1990,50,
China,industrial,1993,92.55,
China,industrial,2000,113.9,
China,industrial,2007,140.3,
China,industrial,2012,142.4,
China,industrial,2015,133.5,
Democratic People's Republic of Korea,industrial,1987,2.27,
Democratic People's Republic of Korea,industrial,2000,1.088,
Democratic People's Republic of Korea,industrial,2005,1.145,
Georgia,industrial,2000,0.1952,
Georgia,industrial,2005,0.4,
India,industrial,1975,15.2,
India,industrial,1980,12.6,
India,industrial,1986,11,
India,industrial,1990,15,
India,industrial,2000,10,[226]
India,industrial,2010,17,
Indonesia,industrial,1990,0.376,
Indonesia,industrial,2000,7.398,
Indonesia,industrial,2005,24.65,
Indonesia,industrial,2016,9.135,
Iran (Islamic Republic of),industrial,1995,1,
Iran (Islamic Republic of),industrial,2001,1.025,
Iran (Islamic Republic of),industrial,2004,1.1,
Iraq,industrial,1975,0.45,
Iraq,industrial,1980,0.31,
Iraq,industrial,1985,0.17,
Iraq,industrial,1990,2.14,
Iraq,industrial,1995,5.92,
Iraq,industrial,2000,9.7,
Iraq,industrial,2016,2.05,
Israel,industrial,1970,0.075,
Israel,industrial,1975,0.0825,
Israel,industrial,1980,0.09,
Israel,industrial,1990,0.106,
Israel,industrial,2002,0.122,
Israel,industrial,2004,0.113,
Israel,industrial,2010,0.13,
Israel,industrial,2017,0.072,
Japan,industrial,1980,16.5,
Japan,industrial,1992,15.8,
Japan,industrial,1995,14.01,
Japan,industrial,2002,12.32,[227]
Japan,industrial,2007,12.78,[228]
Japan,industrial,2009,11.61,[229]
Jordan,industrial,1975,0.027,
Jordan,industrial,1980,0.025,
Jordan,industrial,1985,0.023,
Jordan,industrial,1992,0.033,
Jordan,industrial,2002,0.037,[230]
Jordan,industrial,2007,0.049,[231]
Jordan,industrial,2012,0.033,[232]
Jordan,industrial,2016,0.0325,[233]
Kazakhstan,industrial,1995,5.678,
Kazakhstan,industrial,2002,4.811,
Kazakhstan,industrial,2007,5.807,
Kazakhstan,industrial,2012,6.417,
Kazakhstan,industrial,2017,6.984,
Kuwait,industrial,1993,0.013,
Kuwait,industrial,2002,0.0208,
Kuwait,industrial,2005,0.0233,
Kyrgyzstan,industrial,1994,0.289,
Kyrgyzstan,industrial,2000,0.31,
Kyrgyzstan,industrial,2006,0.336,
Lao People's Democratic Republic,industrial,1987,0.099,
Lao People's Democratic Republic,industrial,2003,0.17,
Lebanon,industrial,1975,0.03,
Lebanon,industrial,1994,0.05,
Lebanon,industrial,2000,0.0789,
Lebanon,industrial,2005,0.15,
Lebanon,industrial,2015,0.9,
Malaysia,industrial,1990,0.999,
Malaysia,industrial,1995,1.641,
Maldives,industrial,1987,1.00E-04,
Maldives,industrial,2000,2.00E-04,
Maldives,industrial,2008,3.00E-04,
Mongolia,industrial,1993,0.116,
Mongolia,industrial,2006,0.218,
Mongolia,industrial,2009,0.238,
Mongolia,industrial,2016,0.1662,
Myanmar,industrial,1987,0.1188,
Myanmar,industrial,2000,0.3323,
Myanmar,industrial,2005,0.4984,
Nepal,industrial,1993,0.005,
Nepal,industrial,2000,0.0404,
Nepal,industrial,2005,0.0295,
Oman,industrial,1991,0.019,
Oman,industrial,2000,0.03,
Oman,industrial,2003,0.019,
Oman,industrial,2013,0.135,
Pakistan,industrial,1975,1.534,
Pakistan,industrial,1991,2.5,
Pakistan,industrial,2000,3.47,
Pakistan,industrial,2008,1.4,
Palestine,industrial,2000,0.0146,[234]
Palestine,industrial,2005,0.029,
Palestine,industrial,2017,0.032,
Papua New Guinea,industrial,1987,0.022,
Papua New Guinea,industrial,2000,0.1159,
Papua New Guinea,industrial,2005,0.1676,
Philippines,industrial,1995,2.296,
Philippines,industrial,2000,2.907,
Philippines,industrial,2007,7.348,
Philippines,industrial,2012,9.037,
Philippines,industrial,2017,15.85,
Qatar,industrial,1994,0.0084,
Qatar,industrial,2000,0.0139,
Qatar,industrial,2005,0.008,
Qatar,industrial,2016,0.1437,
Republic of Korea,industrial,1990,2,
Republic of Korea,industrial,1997,3.28,
Republic of Korea,industrial,2002,4.45,
Saudi Arabia,industrial,1992,0.193,
Saudi Arabia,industrial,2000,0.2897,
Saudi Arabia,industrial,2006,0.71,
Saudi Arabia,industrial,2012,0.843,[235]
Saudi Arabia,industrial,2017,1,[236]
Singapore,industrial,1975,0.0969,
Singapore,industrial,2000,0.994,
Singapore,industrial,2005,1.221,
Sri Lanka,industrial,1990,0.195,
Sri Lanka,industrial,2000,0.5136,
Sri Lanka,industrial,2005,0.831,
Syrian Arab Republic,industrial,1997,0.418,
Syrian Arab Republic,industrial,2002,0.569,
Syrian Arab Republic,industrial,2005,0.6154,
Tajikistan,industrial,1994,0.501,
Tajikistan,industrial,2000,0.56,
Tajikistan,industrial,2006,0.4078,
Thailand,industrial,1982,1.123,
Thailand,industrial,1987,1.297,
Thailand,industrial,1990,1.436,
Thailand,industrial,2007,2.777,
Timor-Leste,industrial,2000,0.0044,
Timor-Leste,industrial,2004,0.002,
Turkey,industrial,1992,3.5,
Turkey,industrial,2000,1.47,
Turkey,industrial,2004,1.224,
Turkey,industrial,2012,1.792,
Turkey,industrial,2017,2.898,
Turkmenistan,industrial,1994,0.139,
Turkmenistan,industrial,2000,0.2701,
Turkmenistan,industrial,2004,0.839,
United Arab Emirates,industrial,1980,0.081,
United Arab Emirates,industrial,1995,0.2,
United Arab Emirates,industrial,2000,0.1113,
United Arab Emirates,industrial,2005,0.069,
Uzbekistan,industrial,1994,1.103,
Uzbekistan,industrial,2001,2.35,
Uzbekistan,industrial,2005,1.5,
Uzbekistan,industrial,2017,2.13,
Viet Nam,industrial,1980,1.5,
Viet Nam,industrial,1985,2.87,
Viet Nam,industrial,2000,3.263,
Viet Nam,industrial,2005,3.074,
Yemen,industrial,1990,0.031,
Yemen,industrial,2000,0.068,
Yemen,industrial,2005,0.065,
Albania,industrial,1990,0.1,
Albania,industrial,2000,0.2274,
Albania,industrial,2005,0.2318,
Austria,industrial,1980,2.694,
Austria,industrial,1985,2.671,
Austria,industrial,1990,3.022,
Austria,industrial,1997,2.857,
Austria,industrial,1999,2.899,
Austria,industrial,2008,2.695,
Belarus,industrial,1995,0.66,[237]
Belarus,industrial,2000,0.5445,[238]
Belarus,industrial,2005,0.494,[239]
Belarus,industrial,2010,0.4875,[240]
Belarus,industrial,2017,0.443,
Belgium,industrial,1980,7.676,
Belgium,industrial,1997,6.8,
Belgium,industrial,2002,5.964,
Belgium,industrial,2007,5.45,
Belgium,industrial,2009,5.256,
Belgium,industrial,2015,3.21,
Bosnia and Herzegovina,industrial,2002,0.0199,
Bosnia and Herzegovina,industrial,2007,0.0392,
Bosnia and Herzegovina,industrial,2012,0.0721,
Bosnia and Herzegovina,industrial,2017,0.0718,
Bulgaria,industrial,1990,4.852,
Bulgaria,industrial,2002,4.776,
Bulgaria,industrial,2012,3.817,
Bulgaria,industrial,2017,3.942,
Croatia,industrial,2002,0.0628,
Croatia,industrial,2012,0.1477,
Croatia,industrial,2017,0.184,
Cyprus,industrial,1975,0,
Cyprus,industrial,1980,0,
Cyprus,industrial,1985,0,
Cyprus,industrial,1990,0.005,
Cyprus,industrial,1993,0.005,
Cyprus,industrial,2000,0.0035,
Cyprus,industrial,2007,0.008,
Cyprus,industrial,2009,0.006,
Cyprus,industrial,2017,0.017,
Czechia,industrial,1997,1.514,
Czechia,industrial,2017,0.9672,
Denmark,industrial,1970,0.08,
Denmark,industrial,1975,0.045,
Denmark,industrial,1980,0.045,
Denmark,industrial,1985,0.33,
Denmark,industrial,1990,0.225,
Denmark,industrial,2002,0.0619,
Denmark,industrial,2007,0.0423,
Denmark,industrial,2012,0.141,
Denmark,industrial,2016,0.0329,
Estonia,industrial,1992,2.253,
Estonia,industrial,1995,1.262,[241]
Estonia,industrial,2012,1.565,
Estonia,industrial,2017,1.721,
Finland,industrial,1990,1.903,
Finland,industrial,1995,2.124,
Finland,industrial,2016,1.417,
France,industrial,1985,24.51,
France,industrial,1992,28.32,
France,industrial,1997,21.1,
France,industrial,2002,22.11,
France,industrial,2007,21.79,
France,industrial,2012,19.77,
France,industrial,2016,18.15,[242]
Germany,industrial,1995,37.8,
Germany,industrial,2001,32.6,
Germany,industrial,2016,19.75,
Greece,industrial,1975,0.1148,
Greece,industrial,1985,0.24,
Greece,industrial,1997,0.2339,
Greece,industrial,2007,0.3255,
Greece,industrial,2012,0.126,
Greece,industrial,2016,0.2083,
Hungary,industrial,1970,1.667,
Hungary,industrial,1975,2.312,
Hungary,industrial,1985,3.493,
Hungary,industrial,1992,5.204,
Hungary,industrial,1996,4.726,
Hungary,industrial,2002,4.209,
Hungary,industrial,2007,4.486,
Hungary,industrial,2012,4.013,
Hungary,industrial,2017,3.358,
Iceland,industrial,1980,0.01,
Iceland,industrial,1985,0.01,
Iceland,industrial,1992,0.01,
Iceland,industrial,2002,0.014,
Iceland,industrial,2004,0.014,
Iceland,industrial,2012,0.2,
Iceland,industrial,2015,0.198,
Ireland,industrial,1980,0.527,
Ireland,industrial,1994,0.527,
Ireland,industrial,2007,0.051,
Italy,industrial,1970,9,
Italy,industrial,1975,12.09,
Italy,industrial,1980,15.17,
Italy,industrial,1985,13.84,
Italy,industrial,1990,12.5,
Italy,industrial,2000,16.29,
Italy,industrial,2013,7.7,
Latvia,industrial,2007,0.0426,
Latvia,industrial,2012,0.0563,
Latvia,industrial,2017,0.0252,
Lithuania,industrial,1995,4.139,
Lithuania,industrial,2001,2.543,
Lithuania,industrial,2011,,[243]
Lithuania,industrial,2017,0.0697,
Luxembourg,industrial,1995,0.0144,
Luxembourg,industrial,1999,0.0142,
Luxembourg,industrial,2012,0.0037,
Luxembourg,industrial,2017,0.0016,
Malta,industrial,1985,0,
Malta,industrial,1995,0,
Malta,industrial,2000,5.00E-04,
Malta,industrial,2007,0.001,
Malta,industrial,2012,0.001,
Malta,industrial,2017,0.001,
Monaco,industrial,1990,0,
Monaco,industrial,1997,0,
Monaco,industrial,2002,0,
Monaco,industrial,2007,0,
Monaco,industrial,2009,0,
Montenegro,industrial,2007,0.0673,
Montenegro,industrial,2008,0.0628,
Netherlands,industrial,1991,6.519,
Netherlands,industrial,1996,5.01,
Netherlands,industrial,2001,7.558,
Netherlands,industrial,2007,9.629,
Netherlands,industrial,2012,9.446,
Netherlands,industrial,2016,14.74,
North Macedonia,industrial,1996,0.274,
North Macedonia,industrial,2002,0.1397,
North Macedonia,industrial,2007,0.1993,
North Macedonia,industrial,2013,0.107,
Norway,industrial,1996,0.909,
Norway,industrial,1999,0.783,
Norway,industrial,2007,1.233,
Norway,industrial,2009,1.071,
Poland,industrial,1992,9.18,
Poland,industrial,1997,9.425,
Poland,industrial,2010,7.651,
Poland,industrial,2017,7.035,
Portugal,industrial,1991,3.1,
Portugal,industrial,1998,1.497,
Republic of Moldova,industrial,1992,0.919,[244]
Republic of Moldova,industrial,2000,0.9912,
Republic of Moldova,industrial,2005,0.8825,
Republic of Moldova,industrial,2017,0.65,
Romania,industrial,1970,4.72,
Romania,industrial,1975,6.65,
Romania,industrial,1980,9.81,
Romania,industrial,1985,9.34,
Romania,industrial,1990,9.06,
Romania,industrial,1997,7.43,
Romania,industrial,2002,6.17,
Romania,industrial,2006,3.75,
Romania,industrial,2012,4.336,
Romania,industrial,2017,4.234,
Russian Federation,industrial,1994,47.5,
Russian Federation,industrial,2001,39.6,[245]
Russian Federation,industrial,2017,28.04,
Serbia,industrial,2012,3.097,
Serbia,industrial,2017,4.057,
Slovakia,industrial,1997,0.761,
Slovakia,industrial,2002,0.6225,
Slovakia,industrial,2007,0.307,
Slovakia,industrial,2012,0.3288,
Slovakia,industrial,2017,0.2312,
Slovenia,industrial,2002,0.7055,
Slovenia,industrial,2007,0.7629,
Slovenia,industrial,2012,0.7641,
Slovenia,industrial,2017,0.758,
Spain,industrial,1986,11.92,
Spain,industrial,1991,6.4,
Spain,industrial,1997,6.68,
Spain,industrial,2002,7.447,
Spain,industrial,2007,6.495,
Spain,industrial,2012,6.572,
Spain,industrial,2016,5.966,
Sweden,industrial,1970,2.96,
Sweden,industrial,1975,2.96,
Sweden,industrial,1980,2.96,
Sweden,industrial,1992,1.783,
Sweden,industrial,1997,1.509,
Sweden,industrial,2002,1.503,
Sweden,industrial,2007,1.523,
Sweden,industrial,2010,1.572,
Sweden,industrial,2015,1.345,
Switzerland,industrial,2012,0.6427,
Ukraine,industrial,1992,13.5,
Ukraine,industrial,2000,9.486,
Ukraine,industrial,2005,7.24,
Ukraine,industrial,2010,7.126,
Ukraine,industrial,2017,3.577,
United Kingdom,industrial,2000,7.19,
United Kingdom,industrial,2007,1.193,
United Kingdom,industrial,2012,1.122,
United Kingdom,industrial,2016,1.01,
Australia,industrial,2001,2.227,
Australia,industrial,2005,2.332,
Australia,industrial,2012,2.688,
Australia,industrial,2017,2.662,
Fiji,industrial,1987,0.006,
Fiji,industrial,2000,0.0088,
Fiji,industrial,2005,0.0096,
New Zealand,industrial,1985,0.19,
New Zealand,industrial,2000,0.2,
New Zealand,industrial,2006,0.939,
New Zealand,industrial,2010,1.184,
Algeria,municipal,1980,0.66,
Algeria,municipal,1990,1.12,
Algeria,municipal,2000,1.721,
Algeria,municipal,2012,3.02,[246]
Algeria,municipal,2017,3.6,
Angola,municipal,1987,0.067,
Angola,municipal,2000,0.246,
Angola,municipal,2005,0.3195,
Benin,municipal,1985,0.031,
Benin,municipal,1990,0.0321,
Benin,municipal,1994,0.033,
Benin,municipal,2001,0.041,
Benin,municipal,2017,0.145,
Botswana,municipal,1992,0.036,
Botswana,municipal,1995,0.0521,
Botswana,municipal,2000,0.079,[247]
Botswana,municipal,2005,0.0878,
Botswana,municipal,2012,0.0837,
Botswana,municipal,2017,0.1006,
Burkina Faso,municipal,1985,0.06,
Burkina Faso,municipal,1992,0.073,
Burkina Faso,municipal,1995,0.0885,
Burkina Faso,municipal,2000,0.2789,
Burkina Faso,municipal,2005,0.3756,
Burundi,municipal,1987,0.036,
Burundi,municipal,2000,0.049,
Burundi,municipal,2005,0.0431,
Cabo Verde,municipal,2001,0.0016,
Cameroon,municipal,1987,0.18,
Cameroon,municipal,1992,0.184,
Cameroon,municipal,2000,0.1611,
Cameroon,municipal,2005,0.2468,
Central African Republic,municipal,1987,0.015,
Central African Republic,municipal,2000,0.0548,
Central African Republic,municipal,2005,0.0601,
Chad,municipal,1987,0.029,
Chad,municipal,2000,0.0885,
Chad,municipal,2005,0.1037,
Comoros,municipal,1999,0.0048,
Congo,municipal,1987,0.0248,
Congo,municipal,2002,0.032,
Congo,municipal,2005,0.0637,
Côte d'Ivoire,municipal,1987,0.156,
Côte d'Ivoire,municipal,1994,0.162,
Côte d'Ivoire,municipal,2000,0.5392,
Côte d'Ivoire,municipal,2005,0.6359,
Côte d'Ivoire,municipal,2014,0.32,
Democratic Republic of the Congo,municipal,1990,0.216,
Democratic Republic of the Congo,municipal,2000,0.3893,
Democratic Republic of the Congo,municipal,2005,0.4649,
Djibouti,municipal,1985,0.001,
Djibouti,municipal,2000,0.016,
Egypt,municipal,1995,3.729,
Egypt,municipal,2000,5.3,
Egypt,municipal,2012,9.6,
Egypt,municipal,2017,10.75,
Equatorial Guinea,municipal,1987,0.0081,
Equatorial Guinea,municipal,2000,0.0138,
Equatorial Guinea,municipal,2005,0.0158,
Eritrea,municipal,2000,0.0617,
Eritrea,municipal,2004,0.031,
Eswatini,municipal,1980,0.011,
Eswatini,municipal,2000,0.024,[248]
Eswatini,municipal,2005,0.0413,
Ethiopia,municipal,2002,0.333,
Ethiopia,municipal,2005,0.81,
Gabon,municipal,1987,0.0432,
Gabon,municipal,2000,0.0686,
Gabon,municipal,2005,0.0847,
Gambia,municipal,1982,0.0014,
Gambia,municipal,2000,0.0339,
Gambia,municipal,2005,0.0412,
Ghana,municipal,1970,0.105,
Ghana,municipal,2000,0.235,
Ghana,municipal,2012,0.255,[249]
Ghana,municipal,2015,0.2996,
Guinea,municipal,1987,0.074,
Guinea,municipal,2000,0.2083,
Guinea,municipal,2005,0.2248,
Guinea-Bissau,municipal,1991,0.01,
Guinea-Bissau,municipal,1996,0.023,
Guinea-Bissau,municipal,2000,0.023,
Guinea-Bissau,municipal,2005,0.0341,
Kenya,municipal,1990,0.403,
Kenya,municipal,2003,0.47,
Kenya,municipal,2010,1.186,
Kenya,municipal,2016,0.495,
Lesotho,municipal,1987,0.011,
Lesotho,municipal,2000,0.02,
Liberia,municipal,1987,0.0351,
Liberia,municipal,2000,0.0711,
Liberia,municipal,2005,0.0802,
Libya,municipal,1985,0.393,
Libya,municipal,1990,0.41,
Libya,municipal,1994,0.5,
Libya,municipal,2000,0.61,
Libya,municipal,2012,0.7,
Madagascar,municipal,1984,0.163,
Madagascar,municipal,2000,0.2388,
Madagascar,municipal,2006,0.395,
Malawi,municipal,1985,0.054,
Malawi,municipal,1990,0.0768,
Malawi,municipal,1994,0.095,
Malawi,municipal,2000,0.1196,
Malawi,municipal,2005,0.1431,
Mali,municipal,1987,0.027,
Mali,municipal,2006,0.107,[250]
Mauritania,municipal,1980,0.088,
Mauritania,municipal,1985,0.1,
Mauritania,municipal,2000,0.0759,
Mauritania,municipal,2005,0.0954,
Mauritius,municipal,1974,0.0584,
Mauritius,municipal,1995,0.108,
Mauritius,municipal,2007,0.201,
Mauritius,municipal,2012,0.206,
Mauritius,municipal,2017,0.26,[251]
Morocco,municipal,1992,0.543,
Morocco,municipal,2002,3,
Morocco,municipal,2010,1.063,
Mozambique,municipal,1990,0.053,
Mozambique,municipal,2000,0.1699,
Mozambique,municipal,2005,0.2537,
Mozambique,municipal,2015,0.372,
Namibia,municipal,1991,0.071,
Namibia,municipal,1995,0.071,
Namibia,municipal,2000,0.073,[252]
Niger,municipal,1988,0.08,
Niger,municipal,2000,0.2554,
